identifiant_client,identifiant_institution,mois,revenu_net_activites,autres_revenus_menage,charges_menage,capacite_mensuelle,coussin_estime
CLT-000032,INS-001,2025-08,7379,87066,3859,90586,1574514
CLT-000032,INS-001,2025-09,9109,114633,4763,118979,1604259
CLT-000032,INS-001,2025-10,14365,98145,7512,104998,1630508
CLT-000032,INS-001,2025-11,11273,128138,5895,133516,1663888
CLT-000032,INS-001,2025-12,12399,115050,6484,120965,1694129
CLT-000033,INS-001,2021-10,31367,108710,15671,124406,31102
CLT-000033,INS-001,2021-11,22683,93717,11332,105068,57368
CLT-000033,INS-001,2021-12,39367,88976,19667,108675,84537
CLT-000033,INS-001,2022-01,17274,109769,8630,118413,114140
CLT-000033,INS-001,2022-02,12713,133432,6351,139793,149089
CLT-000033,INS-001,2022-03,22227,123607,11104,134730,182771
CLT-000033,INS-001,2022-04,30341,138148,15158,153331,221104
CLT-000033,INS-001,2022-05,14749,105593,7368,112974,249348
CLT-000033,INS-001,2022-06,18071,131829,9028,140872,284565
CLT-000033,INS-001,2022-07,37324,119864,18647,138541,319201
CLT-000033,INS-001,2022-08,29457,118910,14716,133650,352613
CLT-000033,INS-001,2022-09,41024,96705,20495,117233,381922
CLT-000033,INS-001,2022-10,6339,118274,3167,121446,412283
CLT-000033,INS-001,2022-11,8470,136921,4232,141159,447573
CLT-000033,INS-001,2022-12,9056,79949,4524,84481,468693
CLT-000033,INS-001,2023-01,21726,115217,10854,126089,500216
CLT-000033,INS-001,2023-02,16142,109737,8064,117815,529669
CLT-000033,INS-001,2023-03,11314,131116,5652,136778,563864
CLT-000033,INS-001,2023-04,6456,112072,3225,115302,592689
CLT-000033,INS-001,2023-05,14564,125245,7276,132533,625823
CLT-000033,INS-001,2023-06,15649,96841,7818,104672,651991
CLT-000033,INS-001,2023-07,37822,85687,18896,104613,678144
CLT-000033,INS-001,2023-08,14609,121780,7299,129090,710417
CLT-000033,INS-001,2023-09,27815,128106,13896,142025,745923
CLT-000033,INS-001,2023-10,7347,110907,3671,114584,774569
CLT-000033,INS-001,2023-11,19456,128054,9720,137790,809016
CLT-000033,INS-001,2023-12,14942,96961,7465,104439,835126
CLT-000033,INS-001,2024-01,22039,106100,11011,117128,864408
CLT-000033,INS-001,2024-02,26107,124305,13043,137370,898750
CLT-000033,INS-001,2024-03,26980,124327,13479,137828,933207
CLT-000033,INS-001,2024-04,13607,106995,6798,113804,961658
CLT-000033,INS-001,2024-05,12279,108682,6134,114827,990365
CLT-000033,INS-001,2024-06,14060,116234,7024,123270,1021183
CLT-000033,INS-001,2024-07,8352,97968,4173,102147,1046719
CLT-000033,INS-001,2024-08,23786,119585,11883,131488,1079591
CLT-000033,INS-001,2024-09,19034,114954,9509,124479,1110711
CLT-000033,INS-001,2024-10,8206,123123,4100,127229,1142518
CLT-000033,INS-001,2024-11,14217,133064,7103,140178,1177563
CLT-000033,INS-001,2024-12,19267,133981,9626,143622,1213468
CLT-000033,INS-001,2025-01,-69474,112902,0,43428,1224325
CLT-000033,INS-001,2025-02,-41027,102633,0,61606,1239727
CLT-000033,INS-001,2025-03,-31206,118533,0,87327,1261559
CLT-000033,INS-001,2025-04,-17853,75755,0,57902,1276034
CLT-000033,INS-001,2025-05,-35407,108822,0,73415,1294388
CLT-000033,INS-001,2025-06,-54244,88662,0,34418,1302992
CLT-000033,INS-001,2025-07,-78164,84037,0,5873,1304460
CLT-000033,INS-001,2025-08,-58799,138336,0,79537,1324345
CLT-000033,INS-001,2025-09,-102734,110085,0,7351,1326182
CLT-000033,INS-001,2025-10,-65332,130002,0,64670,1342350
CLT-000033,INS-001,2025-11,-36774,125215,0,88441,1364460
CLT-000033,INS-001,2025-12,-41843,126899,0,85056,1385724
CLT-000034,INS-001,2021-12,34547,16525,20218,30854,112714
CLT-000034,INS-001,2022-01,37063,28051,21691,43423,123569
CLT-000034,INS-001,2022-02,31263,20805,18296,33772,132012
CLT-000034,INS-001,2022-03,22201,24459,12993,33667,140429
CLT-000034,INS-001,2022-04,15740,24721,9212,31250,148241
CLT-000034,INS-001,2022-05,7477,24225,4376,27326,155073
CLT-000034,INS-001,2022-06,7685,24252,4498,27440,161933
CLT-000034,INS-001,2022-07,3947,22035,2310,23672,167851
CLT-000034,INS-001,2022-08,5891,26164,3448,28607,175003
CLT-000034,INS-001,2022-09,8289,25059,4851,28497,182127
CLT-000034,INS-001,2022-10,7816,22016,4574,25258,188441
CLT-000034,INS-001,2022-11,8955,22880,5241,26594,195090
CLT-000034,INS-001,2022-12,10893,24519,6375,29037,202349
CLT-000034,INS-001,2023-01,28834,24279,16875,36238,211409
CLT-000034,INS-001,2023-02,23763,25873,13907,35729,220341
CLT-000034,INS-001,2023-03,18486,16590,10819,24257,226405
CLT-000034,INS-001,2023-04,11334,27291,6633,31992,234403
CLT-000034,INS-001,2023-05,7920,21802,4635,25086,240675
CLT-000034,INS-001,2023-06,7555,26891,4421,30024,248181
CLT-000034,INS-001,2023-07,9130,17796,5343,21583,253577
CLT-000034,INS-001,2023-08,16386,22329,9590,29125,260858
CLT-000034,INS-001,2023-09,27276,22371,15963,33684,269279
CLT-000034,INS-001,2023-10,33098,22014,19370,35742,278215
CLT-000034,INS-001,2023-11,44134,16686,25829,34991,286962
CLT-000034,INS-001,2023-12,35527,29765,20792,44500,298087
CLT-000034,INS-001,2024-01,37806,19954,22126,35635,306996
CLT-000034,INS-001,2024-02,28155,21882,16477,33560,315386
CLT-000034,INS-001,2024-03,18967,22475,11100,30342,322972
CLT-000034,INS-001,2024-04,11847,27340,6933,32254,331035
CLT-000034,INS-001,2024-05,8493,25257,4970,28780,338230
CLT-000034,INS-001,2024-06,5797,28528,3393,30932,345963
CLT-000034,INS-001,2024-07,7183,27402,4204,30382,353559
CLT-000034,INS-001,2024-08,11285,19712,6604,24393,359657
CLT-000034,INS-001,2024-09,21781,26692,12747,35726,368588
CLT-000034,INS-001,2024-10,28714,22025,16805,33934,377072
CLT-000034,INS-001,2024-11,31823,16766,18624,29965,384563
CLT-000034,INS-001,2024-12,30390,23294,17785,35899,393538
CLT-000034,INS-001,2025-01,-7407,22435,0,15028,397295
CLT-000034,INS-001,2025-02,-7557,24429,0,16872,401512
CLT-000034,INS-001,2025-03,-6178,21604,0,15426,405369
CLT-000034,INS-001,2025-04,-3809,20016,0,16207,409421
CLT-000034,INS-001,2025-05,-2094,17128,0,15034,413179
CLT-000034,INS-001,2025-06,-2013,22670,0,20657,418344
CLT-000034,INS-001,2025-07,-2314,19048,0,16734,422527
CLT-000034,INS-001,2025-08,-4045,24774,0,20729,427709
CLT-000034,INS-001,2025-09,-5350,28509,0,23159,433499
CLT-000034,INS-001,2025-10,-6600,19736,0,13136,436783
CLT-000034,INS-001,2025-11,-7211,25433,0,18222,441338
CLT-000034,INS-001,2025-12,-9301,27222,0,17921,445819
CLT-000035,INS-001,2022-03,15770,28636,9914,34492,33123
CLT-000035,INS-001,2022-04,12935,39079,8131,43883,44094
CLT-000035,INS-001,2022-05,11868,36121,7461,40528,54226
CLT-000035,INS-001,2022-06,10329,29773,6493,33608,62628
CLT-000035,INS-001,2022-07,8641,41624,5432,44833,73836
CLT-000035,INS-001,2022-08,9666,24524,6076,28114,80864
CLT-000035,INS-001,2022-09,10624,40567,6679,44512,91993
CLT-000035,INS-001,2022-10,3482,42503,2189,43796,102942
CLT-000035,INS-001,2022-11,3611,33216,2270,34557,111581
CLT-000035,INS-001,2022-12,4036,33232,2537,34731,120263
CLT-000035,INS-001,2023-01,11060,25380,6953,29487,127635
CLT-000035,INS-001,2023-02,9979,35533,6273,39238,137445
CLT-000035,INS-001,2023-03,10065,42428,6327,46166,148986
CLT-000035,INS-001,2023-04,10375,31891,6522,35744,157922
CLT-000035,INS-001,2023-05,7917,31903,4977,34843,166633
CLT-000035,INS-001,2023-06,9572,40360,6017,43914,177612
CLT-000035,INS-001,2023-07,11319,38618,7116,42822,188317
CLT-000035,INS-001,2023-08,11154,36395,7012,40537,198451
CLT-000035,INS-001,2023-09,10985,34011,6906,38090,207974
CLT-000035,INS-001,2023-10,14711,30436,9248,35899,216949
CLT-000035,INS-001,2023-11,18052,42021,11348,48725,229130
CLT-000035,INS-001,2023-12,18057,25175,11351,31880,237100
CLT-000035,INS-001,2024-01,12014,28058,7552,32519,245230
CLT-000035,INS-001,2024-02,10372,39937,6520,43789,256177
CLT-000035,INS-001,2024-03,8648,38939,5436,42151,266715
CLT-000035,INS-001,2024-04,7192,28589,4521,31260,274530
CLT-000035,INS-001,2024-05,5673,38794,3566,40900,284755
CLT-000035,INS-001,2024-06,6002,38543,3773,40772,294948
CLT-000035,INS-001,2024-07,7363,30790,4629,33525,303329
CLT-000035,INS-001,2024-08,7844,26196,4931,29109,310606
CLT-000035,INS-001,2024-09,8176,37133,5140,40169,320648
CLT-000035,INS-001,2024-10,10553,38204,6634,42123,331179
CLT-000035,INS-001,2024-11,11227,35873,7058,40043,341190
CLT-000035,INS-001,2024-12,10383,30817,6527,34672,349858
CLT-000035,INS-001,2025-01,-29561,41657,0,12096,352882
CLT-000035,INS-001,2025-02,-26629,35503,0,8874,355100
CLT-000035,INS-001,2025-03,-26485,33605,0,7120,356880
CLT-000035,INS-001,2025-04,-20126,34268,0,14142,360416
CLT-000035,INS-001,2025-05,-18370,30218,0,11848,363378
CLT-000035,INS-001,2025-06,-16590,23676,0,7086,365149
CLT-000035,INS-001,2025-07,-16366,33660,0,17294,369473
CLT-000035,INS-001,2025-08,-22440,35946,0,13506,372849
CLT-000035,INS-001,2025-09,-25637,37099,0,11462,375715
CLT-000035,INS-001,2025-10,-32819,34551,0,1732,376148
CLT-000035,INS-001,2025-11,-32604,41778,0,9174,378441
CLT-000035,INS-001,2025-12,-31067,27061,0,-4006,377440
CLT-000036,INS-001,2022-05,15910,79636,8342,87204,70301
CLT-000036,INS-001,2022-06,15587,88557,8173,95971,94294
CLT-000036,INS-001,2022-07,16995,113899,8911,121983,124790
CLT-000036,INS-001,2022-08,18591,76909,9748,85752,146228
CLT-000036,INS-001,2022-09,19982,76350,10477,85855,167691
CLT-000036,INS-001,2022-10,18136,94669,9509,103296,193515
CLT-000036,INS-001,2022-11,16052,91747,8416,99383,218361
CLT-000036,INS-001,2022-12,15576,132901,8167,140310,253439
CLT-000036,INS-001,2023-01,18066,84261,9472,92855,276652
CLT-000036,INS-001,2023-02,15624,73142,8192,80574,296796
CLT-000036,INS-001,2023-03,14254,105560,7474,112340,324881
CLT-000036,INS-001,2023-04,14201,121784,7446,128539,357016
CLT-000036,INS-001,2023-05,15422,107949,8086,115285,385837
CLT-000036,INS-001,2023-06,17884,105554,9377,114061,414352
CLT-000036,INS-001,2023-07,20628,114513,10816,124325,445434
CLT-000036,INS-001,2023-08,19691,119010,10324,128377,477528
CLT-000036,INS-001,2023-09,21431,76241,11237,86435,499136
CLT-000036,INS-001,2023-10,19961,124320,10466,133815,532590
CLT-000036,INS-001,2023-11,20355,98141,10673,107823,559546
CLT-000036,INS-001,2023-12,19252,104892,10094,114050,588058
CLT-000036,INS-001,2024-01,17604,75379,9230,83753,608997
CLT-000036,INS-001,2024-02,16481,85854,8641,93693,632420
CLT-000036,INS-001,2024-03,17487,88849,9169,97167,656712
CLT-000036,INS-001,2024-04,16484,108354,8643,116196,685761
CLT-000036,INS-001,2024-05,19247,79149,10092,88305,707837
CLT-000036,INS-001,2024-06,17829,82500,9348,90981,730582
CLT-000036,INS-001,2024-07,20836,95557,10925,105468,756949
CLT-000036,INS-001,2024-08,22894,119145,12004,130036,789458
CLT-000036,INS-001,2024-09,25686,120221,13468,132439,822568
CLT-000036,INS-001,2024-10,23639,94262,12394,105507,848944
CLT-000036,INS-001,2024-11,23917,100307,12540,111683,876865
CLT-000036,INS-001,2024-12,21736,132093,11397,142433,912473
CLT-000036,INS-001,2025-01,12871,79447,6749,85569,933866
CLT-000036,INS-001,2025-02,10600,129591,5558,134633,967524
CLT-000036,INS-001,2025-03,10446,132855,5477,137824,1001980
CLT-000036,INS-001,2025-04,12600,93088,6606,99082,1026750
CLT-000036,INS-001,2025-05,11974,99548,6278,105244,1053061
CLT-000036,INS-001,2025-06,12896,87293,6762,93428,1076418
CLT-000036,INS-001,2025-07,14098,83998,7392,90704,1099094
CLT-000036,INS-001,2025-08,14336,116592,7517,123412,1129947
CLT-000036,INS-001,2025-09,15618,130993,8189,138422,1164553
CLT-000036,INS-001,2025-10,17706,104326,9284,112749,1192740
CLT-000036,INS-001,2025-11,16674,122956,8743,130887,1225462
CLT-000036,INS-001,2025-12,15544,84370,8150,91764,1248403
CLT-000037,INS-001,2022-05,12229,199624,5598,206255,87564
CLT-000037,INS-001,2022-06,12148,258287,5561,264874,153782
CLT-000037,INS-001,2022-07,12857,289183,5885,296155,227821
CLT-000037,INS-001,2022-08,17726,219634,8114,229245,285132
CLT-000037,INS-001,2022-09,19648,226860,8994,237514,344511
CLT-000037,INS-001,2022-10,7709,232156,3529,236336,403595
CLT-000037,INS-001,2022-11,6217,237591,2846,240962,463835
CLT-000037,INS-001,2022-12,5766,188479,2639,191605,511737
CLT-000037,INS-001,2023-01,12596,280218,5766,287048,583499
CLT-000037,INS-001,2023-02,10911,289706,4995,295623,657404
CLT-000037,INS-001,2023-03,11256,266243,5153,272347,725491
CLT-000037,INS-001,2023-04,13295,256876,6086,264085,791512
CLT-000037,INS-001,2023-05,9837,220563,4503,225897,847986
CLT-000037,INS-001,2023-06,17641,233566,8075,243132,908769
CLT-000037,INS-001,2023-07,17551,240350,8034,249867,971236
CLT-000037,INS-001,2023-08,18157,231569,8312,241414,1031589
CLT-000037,INS-001,2023-09,28898,271412,13229,287082,1103360
CLT-000037,INS-001,2023-10,31627,247825,14478,264974,1169604
CLT-000037,INS-001,2023-11,28026,279176,12829,294373,1243197
CLT-000037,INS-001,2023-12,15485,159830,7089,168227,1285253
CLT-000037,INS-001,2024-01,15991,224514,7320,233185,1343550
CLT-000037,INS-001,2024-02,16312,200390,7467,209235,1395858
CLT-000037,INS-001,2024-03,13094,246959,5994,254059,1459373
CLT-000037,INS-001,2024-04,15987,281482,7318,290151,1531911
CLT-000037,INS-001,2024-05,15448,162419,7072,170795,1574610
CLT-000037,INS-001,2024-06,15470,214883,7082,223272,1630428
CLT-000037,INS-001,2024-07,18439,283688,8441,293686,1703849
CLT-000037,INS-001,2024-08,23735,236455,10865,249325,1766181
CLT-000037,INS-001,2024-09,21379,199271,9787,210863,1818896
CLT-000037,INS-001,2024-10,26878,291162,12304,305736,1895330
CLT-000037,INS-001,2024-11,23635,288314,10819,301129,1970613
CLT-000037,INS-001,2024-12,21128,179159,9672,190615,2018266
CLT-000037,INS-001,2025-01,-31431,229258,0,197827,2067723
CLT-000037,INS-001,2025-02,-42127,238601,0,196474,2116842
CLT-000037,INS-001,2025-03,-42164,229945,0,187781,2163787
CLT-000037,INS-001,2025-04,-33492,230132,0,196640,2212947
CLT-000037,INS-001,2025-05,-30802,228431,0,197629,2262354
CLT-000037,INS-001,2025-06,-27077,185966,0,158889,2302076
CLT-000037,INS-001,2025-07,-43341,206281,0,162940,2342811
CLT-000037,INS-001,2025-08,-55262,170346,0,115084,2371582
CLT-000037,INS-001,2025-09,-47266,241995,0,194729,2420265
CLT-000037,INS-001,2025-10,-54765,209271,0,154506,2458891
CLT-000037,INS-001,2025-11,-68370,275068,0,206698,2510566
CLT-000037,INS-001,2025-12,-64606,272545,0,207939,2562550
CLT-000038,INS-001,2022-06,12193,136796,6495,142495,35624
CLT-000038,INS-001,2022-07,14143,181812,7533,188422,82729
CLT-000038,INS-001,2022-08,13524,174693,7203,181014,127983
CLT-000038,INS-001,2022-09,12251,162418,6525,168143,170018
CLT-000038,INS-001,2022-10,4381,208868,2334,210916,222747
CLT-000038,INS-001,2022-11,4789,172685,2551,174924,266478
CLT-000038,INS-001,2022-12,5384,166767,2868,169283,308799
CLT-000038,INS-001,2023-01,14357,217158,7647,223868,364766
CLT-000038,INS-001,2023-02,11753,167063,6260,172556,407905
CLT-000038,INS-001,2023-03,11101,217931,5913,223119,463684
CLT-000038,INS-001,2023-04,12283,137742,6542,143482,499555
CLT-000038,INS-001,2023-05,15176,155052,8083,162144,540091
CLT-000038,INS-001,2023-06,4299,198278,2290,200287,590163
CLT-000038,INS-001,2023-07,4031,170239,2147,172123,633194
CLT-000038,INS-001,2023-08,3400,191499,1811,193088,681466
CLT-000038,INS-001,2023-09,4704,194867,2506,197066,730732
CLT-000038,INS-001,2023-10,5536,120031,2949,122618,761387
CLT-000039,INS-001,2022-07,24537,0,12041,12496,3124
CLT-000039,INS-001,2022-08,28624,0,14046,14578,6769
CLT-000039,INS-001,2022-09,22458,0,11020,11438,9628
CLT-000039,INS-001,2022-10,10303,0,5056,5247,10940
CLT-000039,INS-001,2022-11,11422,0,5605,5817,12394
CLT-000039,INS-001,2022-12,14582,0,7156,7426,14251
CLT-000039,INS-001,2023-01,20651,0,10134,10517,16880
CLT-000039,INS-001,2023-02,22931,0,11253,11678,19800
CLT-000039,INS-001,2023-03,19615,0,9625,9990,22297
CLT-000039,INS-001,2023-04,17297,0,8488,8809,24499
CLT-000039,INS-001,2023-05,17166,0,8424,8742,26685
CLT-000039,INS-001,2023-06,25819,0,12670,13149,29972
CLT-000039,INS-001,2023-07,28074,0,13776,14298,33547
CLT-000039,INS-001,2023-08,27154,0,13325,13829,37004
CLT-000039,INS-001,2023-09,31957,0,15682,16275,41073
CLT-000039,INS-001,2023-10,34950,0,17150,17800,45523
CLT-000039,INS-001,2023-11,34892,0,17122,17770,49965
CLT-000039,INS-001,2023-12,36396,0,17860,18536,54599
CLT-000039,INS-001,2024-01,29249,0,14353,14896,58323
CLT-000039,INS-001,2024-02,24557,0,12050,12507,61450
CLT-000039,INS-001,2024-03,20254,0,9939,10315,64029
CLT-000039,INS-001,2024-04,18622,0,9138,9484,66400
CLT-000039,INS-001,2024-05,16291,0,7994,8297,68474
CLT-000039,INS-001,2024-06,19401,0,9520,9881,70944
CLT-000039,INS-001,2024-07,23574,0,11568,12006,73945
CLT-000039,INS-001,2024-08,26863,0,13182,13681,77366
CLT-000039,INS-001,2024-09,28026,0,13753,14273,80934
CLT-000039,INS-001,2024-10,34418,0,16889,17529,85316
CLT-000039,INS-001,2024-11,32499,0,15948,16551,89454
CLT-000039,INS-001,2024-12,33363,0,16372,16991,93702
CLT-000039,INS-001,2025-01,-36114,0,0,-36114,84673
CLT-000039,INS-001,2025-02,-30693,0,0,-30693,77000
CLT-000039,INS-001,2025-03,-24553,0,0,-24553,70862
CLT-000039,INS-001,2025-04,-21425,0,0,-21425,65506
CLT-000039,INS-001,2025-05,-21720,0,0,-21720,60076
CLT-000039,INS-001,2025-06,-23861,0,0,-23861,54110
CLT-000039,INS-001,2025-07,-24123,0,0,-24123,48080
CLT-000039,INS-001,2025-08,-30119,0,0,-30119,40550
CLT-000039,INS-001,2025-09,-38404,0,0,-38404,30949
CLT-000039,INS-001,2025-10,-40297,0,0,-40297,20875
CLT-000039,INS-001,2025-11,-41997,0,0,-41997,10375
CLT-000039,INS-001,2025-12,-39710,0,0,-39710,448
CLT-000040,INS-001,2022-07,26527,71141,8095,89573,27393
CLT-000040,INS-001,2022-08,24262,62171,7404,79029,47151
CLT-000040,INS-001,2022-09,31576,70502,9636,92442,70261
CLT-000040,INS-001,2022-10,2283,62520,697,64107,86288
CLT-000040,INS-001,2022-11,3325,63338,1015,65648,102700
CLT-000040,INS-001,2022-12,3220,68619,983,70856,120414
CLT-000040,INS-001,2023-01,24756,46924,7555,64125,136445
CLT-000040,INS-001,2023-02,24786,65268,7564,82490,157068
CLT-000040,INS-001,2023-03,21140,58329,6451,73017,175322
CLT-000040,INS-001,2023-04,14539,41156,4437,51258,188136
CLT-000040,INS-001,2023-05,16564,69745,5055,81255,208450
CLT-000040,INS-001,2023-06,16542,40130,5048,51624,221356
CLT-000040,INS-001,2023-07,19392,40727,5918,54201,234906
CLT-000040,INS-001,2023-08,16756,55971,5113,67613,251810
CLT-000040,INS-001,2023-09,27728,72498,8462,91765,274751
CLT-000040,INS-001,2023-10,34317,42671,10472,66516,291380
CLT-000040,INS-001,2023-11,37729,73365,11514,99580,316275
CLT-000040,INS-001,2023-12,29488,55116,8999,75605,335176
CLT-000040,INS-001,2024-01,14479,56821,4419,66881,351896
CLT-000040,INS-001,2024-02,16802,55741,5127,67416,368750
CLT-000040,INS-001,2024-03,18734,56312,5717,69329,386082
CLT-000040,INS-001,2024-04,21471,42070,6552,56989,400329
CLT-000040,INS-001,2024-05,13815,52500,4216,62099,415854
CLT-000040,INS-001,2024-06,9394,69668,2867,76196,434903
CLT-000040,INS-001,2024-07,17330,58613,5289,70654,452567
CLT-000040,INS-001,2024-08,23386,59087,7137,75336,471401
CLT-000040,INS-001,2024-09,19785,53033,6038,66780,488096
CLT-000040,INS-001,2024-10,24496,57490,7475,74511,506723
CLT-000040,INS-001,2024-11,23330,66467,7120,82677,527393
CLT-000040,INS-001,2024-12,31982,62071,9760,84293,548466
CLT-000040,INS-001,2025-01,-119005,42796,0,-76209,529414
CLT-000040,INS-001,2025-02,-72936,62019,0,-10917,526684
CLT-000040,INS-001,2025-03,-64289,65575,0,1286,527006
CLT-000040,INS-001,2025-04,-54013,60603,0,6590,528653
CLT-000040,INS-001,2025-05,-39276,45175,0,5899,530128
CLT-000040,INS-001,2025-06,-55041,57251,0,2210,530681
CLT-000040,INS-001,2025-07,-55918,61480,0,5562,532071
CLT-000040,INS-001,2025-08,-95333,52108,0,-43225,521265
CLT-000040,INS-001,2025-09,-107863,49010,0,-58853,506552
CLT-000040,INS-001,2025-10,-155484,70093,0,-85391,485204
CLT-000040,INS-001,2025-11,-159142,56043,0,-103099,459429
CLT-000040,INS-001,2025-12,-173642,58149,0,-115493,430556
CLT-000041,INS-001,2025-08,-18897,183093,0,164196,51049
CLT-000041,INS-001,2025-09,-27627,204075,0,176448,95161
CLT-000041,INS-001,2025-10,-42767,153178,0,110411,122764
CLT-000041,INS-001,2025-11,-34712,157999,0,123287,153585
CLT-000041,INS-001,2025-12,-46421,185233,0,138812,188288
CLT-000042,INS-001,2022-08,80761,32517,39890,73388,175347
CLT-000042,INS-001,2022-09,108432,33561,53557,88436,197456
CLT-000042,INS-001,2022-10,90610,26083,44754,71939,215441
CLT-000042,INS-001,2022-11,76069,29001,37572,67498,232315
CLT-000042,INS-001,2022-12,65928,43405,32563,76770,251508
CLT-000042,INS-001,2023-01,88323,34643,43625,79342,271343
CLT-000042,INS-001,2023-02,95762,31380,47299,79843,291304
CLT-000042,INS-001,2023-03,92904,38339,45887,85356,312643
CLT-000042,INS-001,2023-04,77097,25557,38080,64574,328786
CLT-000042,INS-001,2023-05,74632,27945,36862,65714,345215
CLT-000042,INS-001,2023-06,89308,31818,44111,77015,364469
CLT-000042,INS-001,2023-07,93631,38297,46246,85682,385889
CLT-000042,INS-001,2023-08,90756,45385,44826,91314,408718
CLT-000042,INS-001,2023-09,113257,38568,55940,95885,432689
CLT-000042,INS-001,2023-10,111565,36898,55104,93358,456028
CLT-000042,INS-001,2023-11,122495,42195,60503,104187,482075
CLT-000042,INS-001,2023-12,96705,42440,47765,91380,504920
CLT-000042,INS-001,2024-01,76684,28819,37876,67628,521827
CLT-000042,INS-001,2024-02,87626,30579,43280,74924,540558
CLT-000042,INS-001,2024-03,92223,36122,45551,82794,561256
CLT-000042,INS-001,2024-04,105922,38965,52317,92570,584399
CLT-000042,INS-001,2024-05,96255,45555,47542,94268,607966
CLT-000042,INS-001,2024-06,106737,27771,52720,81788,628413
CLT-000042,INS-001,2024-07,123202,42375,60852,104725,654594
CLT-000042,INS-001,2024-08,103783,42200,51261,94722,678275
CLT-000042,INS-001,2024-09,120765,45170,59649,106286,704846
CLT-000042,INS-001,2024-10,148575,29415,73384,104605,730998
CLT-000042,INS-001,2024-11,146539,38231,72379,112391,759096
CLT-000042,INS-001,2024-12,134959,26490,66659,94790,782793
CLT-000042,INS-001,2025-01,-40966,26747,0,-14219,779238
CLT-000042,INS-001,2025-02,-43511,25265,0,-18246,774677
CLT-000042,INS-001,2025-03,-29788,43165,0,13377,778021
CLT-000042,INS-001,2025-04,-31334,32546,0,1212,778324
CLT-000042,INS-001,2025-05,-26316,40311,0,13995,781823
CLT-000042,INS-001,2025-06,-29025,39139,0,10114,784351
CLT-000042,INS-001,2025-07,-30868,35106,0,4238,785411
CLT-000042,INS-001,2025-08,-39944,31731,0,-8213,783358
CLT-000042,INS-001,2025-09,-38587,30947,0,-7640,781448
CLT-000042,INS-001,2025-10,-34603,30786,0,-3817,780493
CLT-000042,INS-001,2025-11,-32784,34003,0,1219,780798
CLT-000042,INS-001,2025-12,-33448,28016,0,-5432,779440
CLT-000043,INS-001,2022-09,35951,20244,17660,38535,40134
CLT-000043,INS-001,2022-10,21430,19488,10527,30391,47732
CLT-000043,INS-001,2022-11,21807,14491,10712,25586,54128
CLT-000043,INS-001,2022-12,20122,17357,9884,27595,61027
CLT-000043,INS-001,2023-01,29855,17713,14666,32903,69252
CLT-000043,INS-001,2023-02,29227,19118,14357,33988,77750
CLT-000043,INS-001,2023-03,22994,15714,11295,27413,84603
CLT-000043,INS-001,2023-04,18829,19503,9249,29083,91874
CLT-000043,INS-001,2023-05,22401,16903,11004,28300,98949
CLT-000043,INS-001,2023-06,20358,22100,10000,32457,107063
CLT-000043,INS-001,2023-07,26343,19333,12940,32736,115247
CLT-000043,INS-001,2023-08,34345,12319,16871,29793,122695
CLT-000043,INS-001,2023-09,42161,19560,20711,41011,132948
CLT-000043,INS-001,2023-10,43979,17513,21604,39888,142920
CLT-000043,INS-001,2023-11,50110,16414,24615,41909,153397
CLT-000043,INS-001,2023-12,49521,22130,24326,47325,165228
CLT-000043,INS-001,2024-01,42323,16700,20790,38232,174786
CLT-000043,INS-001,2024-02,39471,12106,19389,32188,182833
CLT-000043,INS-001,2024-03,37108,19967,18228,38847,192545
CLT-000043,INS-001,2024-04,27817,15867,13664,30020,200050
CLT-000043,INS-001,2024-05,26283,17093,12911,30465,207666
CLT-000043,INS-001,2024-06,27025,16688,13275,30437,215276
CLT-000043,INS-001,2024-07,24157,14120,11867,26411,221878
CLT-000043,INS-001,2024-08,30404,16302,14935,31771,229821
CLT-000043,INS-001,2024-09,32220,17453,15827,33846,238282
CLT-000043,INS-001,2024-10,36583,15978,17970,34590,246930
CLT-000043,INS-001,2024-11,33305,17134,16360,34079,255450
CLT-000043,INS-001,2024-12,34352,17650,16875,35127,264231
CLT-000043,INS-001,2025-01,-38796,20060,0,-18736,259547
CLT-000043,INS-001,2025-02,-40384,18972,0,-21412,254194
CLT-000043,INS-001,2025-03,-43602,15316,0,-28286,247123
CLT-000043,INS-001,2025-04,-34837,12562,0,-22275,241554
CLT-000043,INS-001,2025-05,-39331,19434,0,-19897,236580
CLT-000043,INS-001,2025-06,-33641,22135,0,-11506,233703
CLT-000043,INS-001,2025-07,-41466,13888,0,-27578,226809
CLT-000043,INS-001,2025-08,-43211,14489,0,-28722,219628
CLT-000043,INS-001,2025-09,-47699,22253,0,-25446,213267
CLT-000043,INS-001,2025-10,-59265,14492,0,-44773,202074
CLT-000043,INS-001,2025-11,-58651,18001,0,-40650,191911
CLT-000043,INS-001,2025-12,-50713,20033,0,-30680,184241
CLT-000044,INS-001,2022-09,34072,105979,16730,123321,326330
CLT-000044,INS-001,2022-10,35541,89261,17452,107350,353168
CLT-000044,INS-001,2022-11,32049,78240,15737,94552,376806
CLT-000044,INS-001,2022-12,29284,83257,14379,98162,401346
CLT-000044,INS-001,2023-01,34429,105121,16906,122644,432007
CLT-000044,INS-001,2023-02,24962,96439,12257,109144,459293
CLT-000044,INS-001,2023-03,21439,82669,10527,93581,482688
