identifiant_demande,identifiant_institution,aurait_ete_decaisse,defaut_contrefactuel,jours_retard_max_contrefactuel,capital_perdu_contrefactuel
DEM-033748,INS-004,1,0,2,0
DEM-033752,INS-004,1,0,2,0
DEM-033754,INS-004,1,0,28,0
DEM-033766,INS-004,1,0,1,0
DEM-033767,INS-004,1,0,3,0
DEM-033769,INS-004,1,0,3,0
DEM-033774,INS-004,1,0,4,0
DEM-033775,INS-004,1,0,30,0
DEM-033779,INS-004,1,0,3,0
DEM-033780,INS-004,1,0,27,0
DEM-033781,INS-004,1,0,0,0
DEM-033791,INS-004,1,0,3,0
DEM-033792,INS-004,1,0,4,0
DEM-033797,INS-004,0,1,90,50000
DEM-033800,INS-004,1,1,121,24166
DEM-033801,INS-004,1,0,4,0
DEM-033806,INS-004,1,0,2,0
DEM-033811,INS-004,0,0,4,0
DEM-033812,INS-004,1,0,3,0
DEM-033813,INS-004,1,0,2,0
DEM-033815,INS-004,1,0,0,0
DEM-033816,INS-004,1,0,0,0
DEM-033830,INS-004,0,0,2,0
DEM-033833,INS-004,1,0,20,0
DEM-033834,INS-004,1,0,9,0
DEM-033838,INS-004,1,0,4,0
DEM-033850,INS-004,0,0,4,0
DEM-033851,INS-004,1,1,90,95000
DEM-033857,INS-004,1,0,0,0
DEM-033871,INS-004,1,0,3,0
DEM-033875,INS-004,1,1,90,28335
DEM-033889,INS-004,1,0,2,0
DEM-033890,INS-004,0,0,4,0
DEM-033902,INS-004,1,0,2,0
DEM-033904,INS-004,1,0,4,0
DEM-033905,INS-004,1,0,31,0
DEM-033906,INS-004,1,0,2,0
DEM-033907,INS-004,1,0,4,0
DEM-033908,INS-004,1,1,90,4887
DEM-033910,INS-004,1,1,90,81666
DEM-033911,INS-004,1,0,33,0
DEM-033912,INS-004,1,0,4,0
DEM-033921,INS-004,1,0,4,0
DEM-033925,INS-004,1,0,14,0
DEM-033928,INS-004,1,0,4,0
DEM-033936,INS-004,1,1,90,9599
DEM-033937,INS-004,1,0,3,0
DEM-033942,INS-004,1,0,4,0
DEM-033951,INS-004,1,0,1,0
DEM-033965,INS-004,1,0,28,0
DEM-033966,INS-004,0,0,29,0
DEM-033971,INS-004,1,0,3,0
DEM-033984,INS-004,0,0,4,0
DEM-033987,INS-004,1,0,4,0
DEM-033989,INS-004,1,0,59,0
DEM-033994,INS-004,1,0,45,0
DEM-034002,INS-004,1,0,34,0
DEM-034007,INS-004,1,0,4,0
DEM-034008,INS-004,1,0,2,0
DEM-034009,INS-004,1,0,33,0
DEM-034010,INS-004,1,0,1,0
DEM-034011,INS-004,1,0,32,0
DEM-034012,INS-004,1,0,3,0
DEM-034013,INS-004,1,0,4,0
DEM-034014,INS-004,1,0,4,0
DEM-034015,INS-004,1,0,32,0
DEM-034016,INS-004,1,0,2,0
DEM-034021,INS-004,0,0,35,0
DEM-034023,INS-004,1,0,4,0
DEM-034030,INS-004,1,0,4,0
DEM-034031,INS-004,0,1,90,16867
DEM-034035,INS-004,1,0,2,0
DEM-034039,INS-004,1,0,16,0
DEM-034043,INS-004,1,0,56,0
DEM-034047,INS-004,0,1,90,6727
DEM-034050,INS-004,1,0,4,0
DEM-034055,INS-004,1,0,3,0
DEM-034056,INS-004,1,1,90,9916
DEM-034058,INS-004,1,0,4,0
DEM-034059,INS-004,1,0,4,0
DEM-034063,INS-004,0,0,1,0
DEM-034069,INS-004,1,0,3,0
DEM-034072,INS-004,1,0,4,0
DEM-034073,INS-004,1,0,4,0
DEM-034076,INS-004,1,0,1,0
DEM-034078,INS-004,1,0,12,0
DEM-034081,INS-004,1,0,34,0
DEM-034096,INS-004,1,0,4,0
DEM-034107,INS-004,1,0,3,0
DEM-034108,INS-004,1,0,1,0
DEM-034112,INS-004,1,0,34,0
DEM-034114,INS-004,1,0,3,0
DEM-034117,INS-004,1,0,4,0
DEM-034120,INS-004,1,0,1,0
DEM-034123,INS-004,1,1,90,32439
DEM-034126,INS-004,1,1,90,120416
DEM-034128,INS-004,1,0,4,0
DEM-034133,INS-004,1,1,118,48544
DEM-034144,INS-004,1,0,4,0
DEM-034145,INS-004,1,0,4,0
DEM-034147,INS-004,1,0,50,0
DEM-034148,INS-004,1,0,13,0
DEM-034155,INS-004,1,0,3,0
DEM-034160,INS-004,1,0,4,0
DEM-034162,INS-004,1,0,2,0
DEM-034165,INS-004,1,0,4,0
DEM-034166,INS-004,1,0,4,0
DEM-034169,INS-004,1,1,90,50833
DEM-034189,INS-004,1,0,2,0
DEM-034196,INS-004,1,0,2,0
DEM-034199,INS-004,1,0,4,0
DEM-034202,INS-004,1,0,2,0
DEM-034205,INS-004,0,0,4,0
DEM-034210,INS-004,1,0,4,0
DEM-034211,INS-004,1,0,4,0
DEM-034212,INS-004,1,0,4,0
DEM-034213,INS-004,0,0,4,0
DEM-034224,INS-004,1,0,21,0
DEM-034234,INS-004,1,0,48,0
DEM-034235,INS-004,1,0,3,0
DEM-034252,INS-004,1,0,4,0
DEM-034253,INS-004,1,0,4,0
DEM-034256,INS-004,1,0,4,0
DEM-034257,INS-004,1,0,3,0
DEM-034271,INS-004,1,1,90,8333
DEM-034276,INS-004,1,1,90,100000
DEM-034280,INS-004,1,0,4,0
DEM-034282,INS-004,1,0,29,0
DEM-034283,INS-004,1,0,4,0
DEM-034284,INS-004,1,0,4,0
DEM-034285,INS-004,1,0,4,0
DEM-034288,INS-004,1,0,18,0
DEM-034296,INS-004,1,0,4,0
DEM-034302,INS-004,1,0,4,0
DEM-034307,INS-004,1,0,4,0
DEM-034310,INS-004,1,0,4,0
DEM-034314,INS-004,1,0,62,0
DEM-034315,INS-004,1,0,3,0
DEM-034317,INS-004,1,0,4,0
DEM-034318,INS-004,1,0,4,0
DEM-034320,INS-004,1,0,32,0
DEM-034321,INS-004,1,0,0,0
DEM-034324,INS-004,1,0,3,0
DEM-034326,INS-004,1,0,33,0
DEM-034327,INS-004,1,1,90,27777
DEM-034328,INS-004,1,1,90,75000
DEM-034329,INS-004,1,0,30,0
DEM-034335,INS-004,1,0,2,0
DEM-034336,INS-004,1,0,4,0
DEM-034339,INS-004,1,0,28,0
DEM-034346,INS-004,1,0,35,0
DEM-034347,INS-004,1,0,4,0
DEM-034348,INS-004,1,0,0,0
DEM-034357,INS-004,1,0,2,0
DEM-034372,INS-004,1,0,1,0
DEM-034373,INS-004,1,0,4,0
DEM-034375,INS-004,1,0,19,0
DEM-034376,INS-004,1,0,28,0
DEM-034382,INS-004,1,0,3,0
DEM-034387,INS-004,1,0,3,0
DEM-034390,INS-004,1,0,4,0
DEM-034391,INS-004,0,0,4,0
DEM-034392,INS-004,1,0,4,0
DEM-034397,INS-004,1,0,4,0
DEM-034401,INS-004,1,0,4,0
DEM-034405,INS-004,1,0,4,0
DEM-034414,INS-004,0,1,90,21112
DEM-034415,INS-004,1,0,33,0
DEM-034419,INS-004,1,0,4,0
DEM-034421,INS-004,1,0,3,0
DEM-034424,INS-004,1,0,4,0
DEM-034440,INS-004,1,0,2,0
DEM-034442,INS-004,0,0,4,0
DEM-034444,INS-004,1,0,4,0
DEM-034446,INS-004,1,0,4,0
DEM-034452,INS-004,0,0,4,0
DEM-034455,INS-004,1,0,4,0
DEM-034462,INS-004,1,0,4,0
DEM-034463,INS-004,1,0,4,0
DEM-034464,INS-004,1,0,4,0
DEM-034467,INS-004,1,0,29,0
DEM-034472,INS-004,1,0,28,0
DEM-034473,INS-004,1,0,4,0
DEM-034482,INS-004,1,0,0,0
DEM-034483,INS-004,1,0,4,0
DEM-034484,INS-004,1,0,4,0
DEM-034485,INS-004,1,0,4,0
DEM-034487,INS-004,0,0,4,0
DEM-034488,INS-004,1,0,3,0
DEM-034489,INS-004,1,0,4,0
DEM-034493,INS-004,1,0,29,0
DEM-034502,INS-004,1,0,23,0
DEM-034503,INS-004,1,0,4,0
DEM-034506,INS-004,1,1,90,15833
DEM-034512,INS-004,1,0,3,0
DEM-034516,INS-004,1,0,5,0
DEM-034518,INS-004,1,0,2,0
DEM-034519,INS-004,1,0,1,0
DEM-034527,INS-004,0,0,4,0
DEM-034532,INS-004,1,0,4,0
DEM-034533,INS-004,1,1,90,4382
DEM-034534,INS-004,1,0,0,0
DEM-034536,INS-004,0,0,4,0
DEM-034539,INS-004,1,0,3,0
DEM-034542,INS-004,1,0,2,0
DEM-034543,INS-004,0,1,90,56672
DEM-034546,INS-004,0,0,4,0
DEM-034550,INS-004,1,0,4,0
DEM-034553,INS-004,1,0,4,0
DEM-034554,INS-004,1,0,4,0
DEM-034571,INS-004,1,0,31,0
DEM-034582,INS-004,1,0,2,0
DEM-034594,INS-004,1,0,34,0
DEM-034595,INS-004,1,0,4,0
DEM-034619,INS-004,1,0,4,0
DEM-034625,INS-004,1,0,30,0
DEM-034627,INS-004,1,0,4,0
DEM-034632,INS-004,1,0,1,0
DEM-034633,INS-004,1,0,4,0
DEM-034639,INS-004,1,1,90,66666
DEM-034640,INS-004,1,0,20,0
DEM-034641,INS-004,1,0,2,0
DEM-034642,INS-004,1,0,4,0
DEM-034643,INS-004,1,0,3,0
DEM-034644,INS-004,1,0,4,0
DEM-034651,INS-004,1,0,4,0
DEM-034654,INS-004,1,0,4,0
DEM-034657,INS-004,1,0,3,0
DEM-034658,INS-004,1,0,35,0
DEM-034660,INS-004,1,1,120,84558
DEM-034661,INS-004,1,0,34,0
DEM-034668,INS-004,1,0,34,0
DEM-034674,INS-004,1,0,3,0
DEM-034677,INS-004,1,0,3,0
DEM-034679,INS-004,1,0,3,0
DEM-034683,INS-004,1,1,90,34152
DEM-034686,INS-004,1,0,1,0
DEM-034696,INS-004,1,1,90,100000
DEM-034697,INS-004,1,0,11,0
DEM-034705,INS-004,1,0,4,0
DEM-034708,INS-004,1,0,4,0
DEM-034710,INS-004,1,0,0,0
DEM-034712,INS-004,1,0,0,0
DEM-034717,INS-004,1,1,90,24444
DEM-034718,INS-004,1,1,90,17222
DEM-034719,INS-004,1,1,121,52222
DEM-034741,INS-004,1,0,33,0
DEM-034742,INS-004,1,0,38,0
DEM-034743,INS-004,1,0,4,0
DEM-034745,INS-004,1,0,4,0
DEM-034759,INS-004,1,0,2,0
DEM-034760,INS-004,1,0,28,0
DEM-034762,INS-004,1,0,5,0
DEM-034763,INS-004,1,0,4,0
DEM-034767,INS-004,1,0,0,0
DEM-034773,INS-004,1,0,4,0
DEM-034774,INS-004,1,0,3,0
DEM-034787,INS-004,1,0,3,0
DEM-034788,INS-004,0,0,3,0
DEM-034790,INS-004,0,0,3,0
DEM-034795,INS-004,1,0,59,0
DEM-034809,INS-004,1,0,36,0
DEM-034819,INS-004,1,0,2,0
DEM-034826,INS-004,1,0,49,0
DEM-034836,INS-004,1,0,4,0
DEM-034843,INS-004,1,0,3,0
DEM-034844,INS-004,1,0,3,0
DEM-034846,INS-004,1,0,4,0
DEM-034848,INS-004,1,0,2,0
DEM-034852,INS-004,1,0,2,0
DEM-034856,INS-004,1,0,20,0
DEM-034859,INS-004,1,0,4,0
DEM-034875,INS-004,1,0,13,0
DEM-034880,INS-004,1,0,29,0
DEM-034886,INS-004,1,0,63,0
DEM-034887,INS-004,1,0,2,0
DEM-034888,INS-004,0,0,27,0
DEM-034892,INS-004,0,0,4,0
DEM-034895,INS-004,1,0,3,0
DEM-034896,INS-004,1,0,4,0
DEM-034902,INS-004,1,0,4,0
DEM-034909,INS-004,1,0,4,0
DEM-034911,INS-004,1,0,2,0
DEM-034913,INS-004,1,0,3,0
DEM-034918,INS-004,1,0,37,0
DEM-034920,INS-004,1,0,3,0
DEM-034923,INS-004,1,0,4,0
DEM-034930,INS-004,1,1,151,266672
DEM-034938,INS-004,1,0,4,0
DEM-034939,INS-004,1,0,3,0
DEM-034940,INS-004,1,0,3,0
DEM-034941,INS-004,1,0,3,0
DEM-034944,INS-004,1,0,4,0
DEM-034945,INS-004,1,0,30,0
DEM-034967,INS-004,1,0,4,0
DEM-034968,INS-004,1,0,2,0
DEM-034969,INS-004,1,0,9,0
DEM-034970,INS-004,1,0,4,0
DEM-034971,INS-004,1,0,3,0
DEM-034974,INS-004,1,0,4,0
DEM-034979,INS-004,1,0,3,0
DEM-034980,INS-004,1,0,4,0
DEM-034983,INS-004,1,0,3,0
DEM-034988,INS-004,1,1,90,19931
DEM-034993,INS-004,1,0,31,0
DEM-034994,INS-004,1,0,35,0
DEM-034996,INS-004,1,0,2,0
DEM-035003,INS-004,1,0,4,0
DEM-035011,INS-004,1,0,4,0
DEM-035022,INS-004,1,0,17,0
DEM-035024,INS-004,1,0,3,0
DEM-035029,INS-004,1,0,2,0
DEM-035032,INS-004,1,0,4,0
DEM-035033,INS-004,1,0,3,0
DEM-035036,INS-004,1,0,3,0
DEM-035052,INS-004,1,0,4,0
DEM-035053,INS-004,0,0,4,0
DEM-035054,INS-004,0,0,34,0
DEM-035056,INS-004,0,0,34,0
DEM-035073,INS-004,1,0,3,0
DEM-035074,INS-004,1,0,4,0
DEM-035075,INS-004,1,0,3,0
DEM-035078,INS-004,0,0,3,0
DEM-035079,INS-004,1,0,13,0
DEM-035083,INS-004,1,0,23,0
DEM-035087,INS-004,0,0,4,0
DEM-035088,INS-004,1,0,4,0
DEM-035091,INS-004,0,0,4,0
DEM-035095,INS-004,0,0,3,0
DEM-035096,INS-004,1,0,4,0
DEM-035099,INS-004,0,0,3,0
DEM-035107,INS-004,1,0,28,0
DEM-035109,INS-004,1,0,4,0
DEM-035113,INS-004,1,0,12,0
DEM-035115,INS-004,1,0,2,0
DEM-035133,INS-004,1,0,3,0
DEM-035135,INS-004,1,0,4,0
DEM-035139,INS-004,1,0,4,0
DEM-035140,INS-004,1,0,2,0
DEM-035141,INS-004,1,0,7,0
DEM-035142,INS-004,1,0,2,0
DEM-035143,INS-004,1,0,2,0
DEM-035144,INS-004,0,0,4,0
DEM-035145,INS-004,1,0,4,0
DEM-035152,INS-004,0,0,3,0
DEM-035155,INS-004,1,0,4,0
DEM-035157,INS-004,1,0,35,0
DEM-035158,INS-004,1,0,3,0
DEM-035163,INS-004,1,0,34,0
DEM-035173,INS-004,1,0,4,0
DEM-035184,INS-004,0,0,4,0
DEM-035188,INS-004,1,0,3,0
DEM-035190,INS-004,1,0,4,0
DEM-035191,INS-004,1,0,8,0
DEM-035192,INS-004,1,0,4,0
DEM-035202,INS-004,1,0,4,0
DEM-035203,INS-004,1,0,4,0
DEM-035204,INS-004,0,0,4,0
DEM-035217,INS-004,1,0,4,0
DEM-035218,INS-004,1,1,90,32146
DEM-035224,INS-004,1,0,4,0
DEM-035225,INS-004,1,0,3,0
DEM-035231,INS-004,1,0,28,0
DEM-035232,INS-004,1,0,4,0
DEM-035233,INS-004,0,1,121,70501
DEM-035235,INS-004,1,1,90,50120
DEM-035236,INS-004,0,0,19,0
DEM-035245,INS-004,1,0,29,0
DEM-035247,INS-004,0,0,4,0
DEM-035248,INS-004,1,0,30,0
DEM-035249,INS-004,1,0,4,0
DEM-035261,INS-004,1,0,3,0
DEM-035262,INS-004,1,0,0,0
DEM-035267,INS-004,1,0,20,0
DEM-035269,INS-004,1,0,8,0
DEM-035270,INS-004,1,0,4,0
DEM-035275,INS-004,1,0,4,0
DEM-035277,INS-004,1,0,0,0
DEM-035280,INS-004,1,0,4,0
DEM-035281,INS-004,1,0,4,0
DEM-035282,INS-004,1,0,0,0
DEM-035283,INS-004,1,0,3,0
DEM-035285,INS-004,1,0,29,0
DEM-035286,INS-004,1,0,3,0
DEM-035294,INS-004,1,0,3,0
DEM-035296,INS-004,1,0,2,0
DEM-035301,INS-004,1,0,3,0
DEM-035315,INS-004,1,0,0,0
DEM-035318,INS-004,1,0,33,0
DEM-035328,INS-004,1,0,3,0
DEM-035330,INS-004,1,0,3,0
DEM-035335,INS-004,1,0,3,0
DEM-035343,INS-004,1,0,4,0
DEM-035344,INS-004,1,0,26,0
DEM-035348,INS-004,1,0,34,0
DEM-035349,INS-004,1,0,9,0
DEM-035350,INS-004,1,0,4,0
DEM-035358,INS-004,1,0,4,0
DEM-035365,INS-004,1,0,18,0
DEM-035366,INS-004,1,0,3,0
DEM-035368,INS-004,1,0,3,0
DEM-035372,INS-004,1,0,31,0
DEM-035381,INS-004,1,0,31,0
DEM-035388,INS-004,1,0,4,0
DEM-035397,INS-004,1,1,90,8683
DEM-035398,INS-004,1,0,4,0
DEM-035399,INS-004,1,0,1,0
DEM-035404,INS-004,1,0,69,0
DEM-035405,INS-004,1,0,3,0
DEM-035408,INS-004,1,0,60,0
DEM-035409,INS-004,1,0,3,0
DEM-035411,INS-004,1,0,0,0
DEM-035412,INS-004,1,0,4,0
DEM-035416,INS-004,1,0,3,0
DEM-035421,INS-004,0,0,0,0
DEM-035432,INS-004,1,0,30,0
DEM-035449,INS-004,1,0,1,0
DEM-035452,INS-004,1,0,3,0
DEM-035455,INS-004,1,0,3,0
DEM-035457,INS-004,1,0,26,0
DEM-035458,INS-004,1,0,4,0
DEM-035459,INS-004,1,0,0,0
DEM-035467,INS-004,1,0,1,0
DEM-035468,INS-004,1,0,4,0
DEM-035469,INS-004,1,0,31,0
DEM-035475,INS-004,0,0,3,0
DEM-035484,INS-004,1,0,25,0
DEM-035486,INS-004,1,0,24,0
DEM-035487,INS-004,1,0,27,0
DEM-035490,INS-004,1,0,34,0
DEM-035495,INS-004,1,0,4,0
DEM-035498,INS-004,1,0,69,0
DEM-035500,INS-004,1,1,90,6119
DEM-035501,INS-004,0,0,4,0
DEM-035507,INS-004,1,0,3,0
DEM-035508,INS-004,1,0,63,0
DEM-035509,INS-004,1,0,3,0
DEM-035512,INS-004,1,0,4,0
DEM-035513,INS-004,1,0,10,0
DEM-035516,INS-004,1,0,3,0
DEM-035518,INS-004,1,0,1,0
DEM-035521,INS-004,1,0,4,0
DEM-035523,INS-004,1,0,30,0
DEM-035527,INS-004,1,0,3,0
DEM-035531,INS-004,1,0,4,0
DEM-035532,INS-004,1,0,27,0
DEM-035541,INS-004,1,0,22,0
DEM-035544,INS-004,1,0,3,0
DEM-035545,INS-004,1,0,4,0
DEM-035548,INS-004,1,1,90,71250
DEM-035552,INS-004,1,0,24,0
DEM-035554,INS-004,1,0,30,0
DEM-035567,INS-004,1,0,3,0
DEM-035570,INS-004,1,0,4,0
DEM-035573,INS-004,1,0,26,0
DEM-035576,INS-004,0,0,4,0
DEM-035582,INS-004,1,0,4,0
DEM-035601,INS-004,1,0,4,0
DEM-035605,INS-004,1,0,0,0
DEM-035608,INS-004,1,0,40,0
DEM-035609,INS-004,0,0,2,0
DEM-035611,INS-004,1,0,1,0
DEM-035612,INS-004,1,0,4,0
DEM-035615,INS-004,1,0,4,0
DEM-035617,INS-004,1,0,4,0
DEM-035619,INS-004,1,0,4,0
DEM-035621,INS-004,1,1,90,6399
DEM-035624,INS-004,1,0,4,0
DEM-035629,INS-004,1,0,4,0
DEM-035638,INS-004,1,0,4,0
DEM-035654,INS-004,1,1,90,5567
DEM-035658,INS-004,1,0,3,0
DEM-035661,INS-004,1,0,4,0
DEM-035663,INS-004,1,0,4,0
DEM-035672,INS-004,1,0,35,0
DEM-035674,INS-004,1,0,4,0
DEM-035675,INS-004,1,0,0,0
DEM-035689,INS-004,1,0,21,0
DEM-035695,INS-004,1,0,4,0
DEM-035698,INS-004,1,0,4,0
DEM-035699,INS-004,1,0,0,0
DEM-035715,INS-004,0,0,4,0
DEM-035721,INS-004,1,1,90,4709
DEM-035722,INS-004,1,1,90,25000
DEM-035723,INS-004,1,1,111,75832
DEM-035724,INS-004,1,1,90,35833
DEM-035730,INS-004,1,0,3,0
DEM-035744,INS-004,1,0,4,0
DEM-035750,INS-004,1,0,3,0
DEM-035756,INS-004,1,0,2,0
DEM-035759,INS-004,1,0,4,0
DEM-035761,INS-004,1,0,1,0
DEM-035765,INS-004,1,0,3,0
DEM-035767,INS-004,0,0,4,0
DEM-035771,INS-004,1,1,90,51111
DEM-035772,INS-004,1,0,2,0
DEM-035774,INS-004,1,0,1,0
DEM-035778,INS-004,0,0,4,0
DEM-035780,INS-004,1,0,4,0
DEM-035784,INS-004,1,0,4,0
DEM-035796,INS-004,1,0,0,0
DEM-035801,INS-004,0,0,1,0
DEM-035804,INS-004,1,0,1,0
DEM-035805,INS-004,1,0,4,0
DEM-035814,INS-004,1,0,33,0
DEM-035826,INS-004,1,1,90,35000
DEM-035829,INS-004,1,0,3,0
DEM-035830,INS-004,1,0,4,0
DEM-035835,INS-004,0,0,4,0
DEM-035839,INS-004,1,0,2,0
DEM-035840,INS-004,1,1,90,31666
DEM-035841,INS-004,1,0,16,0
DEM-035846,INS-004,1,0,33,0
DEM-035847,INS-004,1,0,4,0
DEM-035848,INS-004,1,0,4,0
DEM-035865,INS-004,0,0,20,0
DEM-035867,INS-004,1,1,90,27777
DEM-035869,INS-004,1,0,4,0
DEM-035872,INS-004,1,0,4,0
DEM-035874,INS-004,1,0,2,0
DEM-035877,INS-004,1,0,4,0
DEM-035878,INS-004,1,0,25,0
DEM-035879,INS-004,1,0,3,0
DEM-035881,INS-004,1,0,0,0
DEM-035889,INS-004,1,1,90,11918
DEM-035892,INS-004,1,0,4,0
DEM-035894,INS-004,1,0,1,0
DEM-035895,INS-004,1,0,23,0
DEM-035896,INS-004,1,0,0,0
DEM-035899,INS-004,1,0,4,0
DEM-035901,INS-004,1,0,4,0
DEM-035902,INS-004,1,0,4,0
DEM-035905,INS-004,1,0,4,0
DEM-035911,INS-004,1,0,0,0
DEM-035912,INS-004,1,0,1,0
DEM-035921,INS-004,1,0,34,0
DEM-035926,INS-004,1,0,3,0
DEM-035931,INS-004,1,0,0,0
DEM-035943,INS-004,1,0,2,0
DEM-035944,INS-004,1,0,4,0
DEM-035947,INS-004,1,0,3,0
DEM-035951,INS-004,1,0,20,0
DEM-035953,INS-004,1,0,43,0
DEM-035954,INS-004,1,0,4,0
DEM-035955,INS-004,1,0,3,0
DEM-035956,INS-004,1,0,1,0
DEM-035959,INS-004,1,0,23,0
DEM-035961,INS-004,1,0,4,0
DEM-035963,INS-004,1,0,4,0
DEM-035966,INS-004,1,0,3,0
DEM-035969,INS-004,1,0,4,0
DEM-035972,INS-004,1,0,4,0
DEM-035973,INS-004,1,1,90,5095
DEM-035979,INS-004,1,0,4,0
DEM-035980,INS-004,1,0,2,0
DEM-035983,INS-004,1,0,4,0
DEM-035985,INS-004,1,0,3,0
DEM-035988,INS-004,1,0,1,0
DEM-035997,INS-004,1,0,4,0
DEM-036000,INS-004,1,0,0,0
DEM-036008,INS-004,1,0,3,0
DEM-036014,INS-004,1,0,3,0
DEM-036015,INS-004,1,0,0,0
DEM-036018,INS-004,1,0,3,0
DEM-036021,INS-004,1,0,57,0
DEM-036022,INS-004,0,0,4,0
DEM-036024,INS-004,1,0,4,0
DEM-036026,INS-004,1,0,20,0
DEM-036032,INS-004,1,0,4,0
DEM-036035,INS-004,1,0,39,0
DEM-036040,INS-004,1,0,1,0
DEM-036041,INS-004,1,0,0,0
DEM-036042,INS-004,1,0,4,0
DEM-036044,INS-004,0,0,4,0
DEM-036049,INS-004,0,0,2,0
DEM-036052,INS-004,1,0,3,0
DEM-036053,INS-004,1,0,4,0
DEM-036054,INS-004,1,0,4,0
DEM-036056,INS-004,1,0,4,0
DEM-036057,INS-004,1,0,4,0
DEM-036061,INS-004,1,0,4,0
DEM-036062,INS-004,0,1,90,11250
DEM-036063,INS-004,1,0,3,0
DEM-036064,INS-004,1,0,2,0
DEM-036067,INS-004,1,0,4,0
DEM-036068,INS-004,1,0,4,0
DEM-036070,INS-004,1,0,13,0
DEM-036076,INS-004,1,0,1,0
DEM-036078,INS-004,1,0,4,0
DEM-036090,INS-004,1,0,1,0
DEM-036091,INS-004,1,0,2,0
DEM-036103,INS-004,1,0,4,0
DEM-036107,INS-004,1,0,4,0
DEM-036108,INS-004,1,0,0,0
DEM-036117,INS-004,1,0,4,0
DEM-036118,INS-004,1,0,33,0
DEM-036120,INS-004,1,0,4,0
DEM-036133,INS-004,1,0,0,0
DEM-036141,INS-004,1,0,0,0
DEM-036143,INS-004,1,0,4,0
DEM-036146,INS-004,1,0,4,0
DEM-036147,INS-004,1,0,1,0
DEM-036150,INS-004,1,0,3,0
DEM-036152,INS-004,1,0,2,0
DEM-036153,INS-004,1,0,3,0
DEM-036154,INS-004,1,0,27,0
DEM-036158,INS-004,1,0,41,0
DEM-036162,INS-004,1,0,0,0
DEM-036171,INS-004,1,0,3,0
DEM-036177,INS-004,1,0,13,0
DEM-036178,INS-004,1,0,4,0
DEM-036179,INS-004,1,0,4,0
DEM-036181,INS-004,1,0,27,0
DEM-036182,INS-004,1,0,4,0
DEM-036189,INS-004,1,0,1,0
DEM-036196,INS-004,1,0,2,0
DEM-036202,INS-004,1,0,4,0
DEM-036204,INS-004,1,0,48,0
DEM-036206,INS-004,0,0,3,0
DEM-036208,INS-004,1,1,90,125000
DEM-036216,INS-004,1,1,90,27777
DEM-036217,INS-004,1,1,90,27784
DEM-036218,INS-004,1,0,3,0
DEM-036222,INS-004,1,0,4,0
DEM-036224,INS-004,1,0,4,0
DEM-036229,INS-004,1,0,4,0
DEM-036234,INS-004,1,0,4,0
DEM-036238,INS-004,1,0,1,0
DEM-036241,INS-004,1,0,32,0
DEM-036243,INS-004,1,0,4,0
DEM-036244,INS-004,1,0,4,0
DEM-036251,INS-004,1,0,29,0
DEM-036252,INS-004,1,0,4,0
DEM-036253,INS-004,1,0,3,0
DEM-036256,INS-004,1,0,26,0
DEM-036278,INS-004,1,0,4,0
DEM-036281,INS-004,0,0,4,0
DEM-036284,INS-004,1,0,30,0
DEM-036285,INS-004,1,0,57,0
DEM-036290,INS-004,1,0,0,0
DEM-036293,INS-004,1,0,3,0
DEM-036294,INS-004,1,1,90,67083
DEM-036295,INS-004,1,0,2,0
DEM-036297,INS-004,1,0,4,0
DEM-036303,INS-004,1,0,28,0
DEM-036304,INS-004,1,0,31,0
DEM-036309,INS-004,1,0,4,0
DEM-036322,INS-004,1,0,4,0
DEM-036326,INS-004,1,0,3,0
DEM-036343,INS-004,1,0,3,0
DEM-036344,INS-004,1,1,90,14583
DEM-036345,INS-004,1,0,4,0
DEM-036346,INS-004,1,0,4,0
DEM-036348,INS-004,1,0,4,0
DEM-036363,INS-004,1,0,2,0
DEM-036367,INS-004,1,0,4,0
DEM-036368,INS-004,1,0,4,0
DEM-036370,INS-004,1,0,34,0
DEM-036383,INS-004,1,0,3,0
DEM-036385,INS-004,1,0,4,0
DEM-036389,INS-004,1,0,3,0
DEM-036390,INS-004,0,1,90,24166
DEM-036392,INS-004,1,0,0,0
DEM-036400,INS-004,1,0,28,0
DEM-036415,INS-004,1,0,3,0
DEM-036417,INS-004,1,0,4,0
DEM-036424,INS-004,1,0,44,0
DEM-036430,INS-004,1,0,30,0
DEM-036431,INS-004,1,0,4,0
DEM-036433,INS-004,1,0,3,0
DEM-036435,INS-004,1,0,39,0
DEM-036437,INS-004,1,0,0,0
DEM-036441,INS-004,1,1,90,6185
DEM-036444,INS-004,1,1,90,21666
DEM-036446,INS-004,0,0,4,0
DEM-036447,INS-004,0,0,25,0
DEM-036450,INS-004,1,0,4,0
DEM-036454,INS-004,1,1,90,27777
DEM-036455,INS-004,1,0,2,0
DEM-036456,INS-004,1,0,1,0
DEM-036457,INS-004,1,0,30,0
DEM-036458,INS-004,0,0,4,0
DEM-036459,INS-004,1,0,57,0
DEM-036468,INS-004,1,0,3,0
DEM-036471,INS-004,1,0,4,0
DEM-036480,INS-004,1,0,3,0
DEM-036481,INS-004,1,0,0,0
DEM-036484,INS-004,1,0,4,0
DEM-036485,INS-004,1,0,1,0
DEM-036486,INS-004,1,0,0,0
DEM-036487,INS-004,1,1,90,99166
DEM-036488,INS-004,1,0,3,0
DEM-036489,INS-004,1,0,3,0
