identifiant_activite,identifiant_client,recettes_initiales,marge_structurelle,croissance_annuelle,volatilite_recettes,amplitude_saisonniere,mois_pic
ACT-046055,CLT-037603,1113916,0.1337,0.1897,0.2135,0.2287,12
ACT-046056,CLT-037603,29284,0.2372,0.0595,0.3222,0.5756,10
ACT-046057,CLT-037604,476430,0.0602,0.0026,0.1382,0.1246,12
ACT-046058,CLT-037605,208398,0.1945,-0.2369,0.2746,0.2650,12
ACT-046059,CLT-037605,45659,0.1929,-0.1728,0.3093,0.2008,11
ACT-046060,CLT-037606,50920,0.2763,-0.0103,0.3484,0.5146,11
ACT-046061,CLT-037606,129790,0.2246,-0.0153,0.3431,0.2216,12
ACT-046062,CLT-037607,209640,0.0258,0.0171,0.1827,0.1718,12
ACT-046063,CLT-037608,23543,0.0885,0.3006,0.1530,0.1446,11
ACT-046064,CLT-037608,127026,0.1879,0.3442,0.3344,0.5141,10
ACT-046065,CLT-037609,132308,0.2285,0.0005,0.3752,0.5796,10
ACT-046066,CLT-037610,140016,0.0667,0.0138,0.1392,0.1989,12
ACT-046067,CLT-037611,185305,0.1067,0.3496,0.3487,0.2129,12
ACT-046068,CLT-037612,66421,0.2928,-0.0373,0.3524,0.5517,11
ACT-046069,CLT-037612,132048,0.3575,-0.0285,0.1780,0.6265,12
ACT-046070,CLT-037613,116472,0.2858,0.0094,0.0643,0.1590,11
ACT-046071,CLT-037614,164710,0.1258,-0.0387,0.1364,0.0553,12
ACT-046072,CLT-037615,44363,0.1681,0.2152,0.2169,0.0483,11
ACT-046073,CLT-037616,195299,0.2737,0.1179,0.2434,0.3005,12
ACT-046074,CLT-037617,309681,0.2923,0.0514,0.3831,0.5832,10
ACT-046075,CLT-037618,222814,0.0642,0.0247,0.2002,0.6575,12
ACT-046076,CLT-037619,139781,0.2982,0.0438,0.0509,0.0855,10
ACT-046077,CLT-037620,173127,0.3197,0.1302,0.2580,0.1785,10
ACT-046078,CLT-037621,33447,0.1523,-0.0388,0.3191,0.5314,10
ACT-046079,CLT-037622,241852,0.2545,-0.0227,0.3263,0.3573,11
ACT-046080,CLT-037623,28905,0.2361,0.1339,0.3414,0.5477,11
ACT-046081,CLT-037624,118652,0.1164,-0.1220,0.2084,0.2543,11
ACT-046082,CLT-037625,212621,0.2547,-0.1690,0.2888,0.5612,11
ACT-046083,CLT-037626,227871,0.1160,0.0648,0.2615,0.1525,11
ACT-046084,CLT-037627,525410,0.1283,-0.1150,0.1442,0.1967,12
ACT-046085,CLT-037628,261795,0.1984,-0.0764,0.2787,0.5229,11
ACT-046086,CLT-037628,79062,0.1943,0.1174,0.1704,0.1702,12
ACT-046087,CLT-037629,289899,0.1295,-0.0754,0.1406,0.1858,12
ACT-046088,CLT-037629,29181,0.2169,0.0616,0.1785,0.3261,12
ACT-046089,CLT-037630,78931,0.2397,0.1870,0.3503,0.3563,11
ACT-046090,CLT-037631,127907,0.2313,-0.1123,0.2240,0.5468,12
ACT-046091,CLT-037632,63340,0.2572,0.1898,0.1568,0.0892,9
ACT-046092,CLT-037632,287745,0.2635,0.0329,0.2372,0.2619,12
ACT-046093,CLT-037633,267544,0.1801,0.0887,0.2061,0.2293,11
ACT-046094,CLT-037634,48773,0.1385,-0.0574,0.1889,0.1799,11
ACT-046095,CLT-037635,275852,0.1924,0.1337,0.1890,0.1933,12
ACT-046096,CLT-037636,527460,0.2533,0.1483,0.1370,0.1833,10
ACT-046097,CLT-037637,1017735,0.1235,-0.1465,0.2710,0.2333,12
ACT-046098,CLT-037638,12328,0.1735,-0.0558,0.1985,0.2362,12
ACT-046099,CLT-037639,210094,0.2398,0.0980,0.4299,0.3055,12
ACT-046100,CLT-037640,29415,0.1733,0.0062,0.1936,0.2367,12
ACT-046101,CLT-037640,56958,0.2361,0.0722,0.2382,0.2308,12
ACT-046102,CLT-037641,484128,0.1901,0.0276,0.2109,0.3285,12
ACT-046103,CLT-037642,745874,0.1089,0.0004,0.1788,0.1356,12
ACT-046104,CLT-037643,241474,0.0532,0.2100,0.4709,0.3606,11
ACT-046105,CLT-037643,166398,0.1163,0.1052,0.4098,0.1614,12
ACT-046106,CLT-037644,1860907,0.1809,0.2248,0.2116,0.1697,12
ACT-046107,CLT-037645,589025,0.3190,0.1701,0.2061,0.2811,11
ACT-046108,CLT-037646,499551,0.3071,0.0693,0.1111,0.1056,8
ACT-046109,CLT-037647,36741,0.2583,0.1874,0.0589,0.2345,9
ACT-046110,CLT-037648,302905,0.2525,-0.0625,0.3644,0.6004,10
ACT-046111,CLT-037649,262608,0.1053,0.0126,0.1766,0.1797,11
ACT-046112,CLT-037650,930572,0.1036,-0.0137,0.2167,0.1693,12
ACT-046113,CLT-037651,220996,0.1914,-0.0705,0.4319,0.1191,12
ACT-046114,CLT-037652,82527,0.0587,0.0731,0.2369,0.2229,11
ACT-046115,CLT-037653,214879,0.0805,-0.1373,0.0945,0.2208,11
ACT-046116,CLT-037654,403876,0.0625,0.1701,0.1976,0.2268,12
ACT-046117,CLT-037655,142634,0.1547,-0.1071,0.3057,0.5768,12
ACT-046118,CLT-037656,48818,0.1267,0.0942,0.1713,0.1895,12
ACT-046119,CLT-037657,289438,0.1756,0.0699,0.2570,0.2488,11
ACT-046120,CLT-037657,28457,0.3130,0.1019,0.1698,0.1779,12
ACT-046121,CLT-037658,511185,0.1474,0.0397,0.1605,0.2110,12
ACT-046122,CLT-037659,423887,0.0583,-0.1658,0.3820,0.6054,10
ACT-046123,CLT-037660,131306,0.1822,0.1473,0.1250,0.0886,12
ACT-046124,CLT-037661,99917,0.1342,-0.1142,0.1757,0.2315,12
ACT-046125,CLT-037662,323876,0.2254,0.1022,0.3251,0.6782,10
ACT-046126,CLT-037663,117230,0.2472,0.0618,0.3529,0.5207,11
ACT-046127,CLT-037664,568207,0.2623,0.0104,0.3837,0.4960,12
ACT-046128,CLT-037665,235152,0.2793,0.2382,0.3509,0.5180,11
ACT-046129,CLT-037666,223981,0.2044,-0.1082,0.3636,0.3438,11
ACT-046130,CLT-037667,119037,0.1708,0.0607,0.1289,0.3402,9
ACT-046131,CLT-037668,188565,0.2508,0.1448,0.3559,0.5405,10
ACT-046132,CLT-037669,67673,0.4200,0.0480,0.1868,0.1759,8
ACT-046133,CLT-037670,133360,0.2942,0.0151,0.1138,0.4639,11
ACT-046134,CLT-037671,220559,0.2547,0.1553,0.3549,0.5198,10
ACT-046135,CLT-037671,112763,0.1682,0.0815,0.2315,0.2063,11
ACT-046136,CLT-037672,285212,0.3026,0.0035,0.1298,0.1961,12
ACT-046137,CLT-037672,7148,0.1183,0.0600,0.1324,0.2085,11
ACT-046138,CLT-037673,535858,0.1693,-0.0585,0.2316,0.2077,11
ACT-046139,CLT-037674,112392,0.1559,-0.1524,0.1732,0.2240,12
ACT-046140,CLT-037675,215934,0.1803,-0.0345,0.1322,0.2407,12
ACT-046141,CLT-037676,40183,0.1267,0.1112,0.1770,0.1552,11
ACT-046142,CLT-037677,121237,0.1134,-0.0496,0.5131,0.3005,12
ACT-046143,CLT-037678,446867,0.3244,0.0061,0.1963,0.2526,12
ACT-046144,CLT-037679,1158079,0.1369,0.0973,0.1492,0.2239,11
ACT-046145,CLT-037680,328490,0.0485,0.0121,0.1647,0.2224,12
ACT-046146,CLT-037681,79203,0.1872,0.0729,0.4559,0.1935,11
ACT-046147,CLT-037682,158237,0.1110,-0.2126,0.2894,0.1560,11
ACT-046148,CLT-037683,98038,0.2524,0.1141,0.0894,0.5083,12
ACT-046149,CLT-037683,125509,0.3091,0.0592,0.0625,0.0922,8
ACT-046150,CLT-037684,182255,0.0715,0.1604,0.2494,0.1863,12
ACT-046151,CLT-037685,396356,0.1641,-0.1273,0.2332,0.2145,12
ACT-046152,CLT-037686,614574,0.2823,0.3500,0.1846,0.1969,12
ACT-046153,CLT-037687,330499,0.1492,-0.0186,0.1565,0.1000,11
ACT-046154,CLT-037687,107687,0.2505,0.1091,0.1717,0.1858,11
ACT-046155,CLT-037688,17805,0.4665,0.0036,0.1683,0.1212,10
ACT-046156,CLT-037688,47442,0.3733,0.0651,0.2698,0.3662,9
ACT-046157,CLT-037689,366232,0.1802,0.0782,0.3959,0.6683,12
ACT-046158,CLT-037690,81026,0.3766,0.0197,0.2422,0.1307,12
ACT-046159,CLT-037691,105579,0.3032,0.1469,0.0784,0.2560,9
ACT-046160,CLT-037692,104745,0.3379,0.1811,0.1992,0.2311,12
ACT-046161,CLT-037693,59974,0.2851,0.0459,0.2162,0.0869,9
ACT-046162,CLT-037694,474344,0.2478,-0.0342,0.2227,0.2561,12
ACT-046163,CLT-037694,48199,0.2949,0.1357,0.1894,0.2715,8
ACT-046164,CLT-037695,565945,0.1165,0.0261,0.1578,0.2641,12
ACT-046165,CLT-037695,54919,0.2272,0.0373,0.2602,0.5268,11
ACT-046166,CLT-037696,159166,0.2152,0.0252,0.1607,0.2556,12
ACT-046167,CLT-037697,90312,0.2747,0.1421,0.1734,0.1838,8
ACT-046168,CLT-037698,92043,0.3140,0.0889,0.3081,0.2520,12
ACT-046169,CLT-037698,171178,0.1354,0.0444,0.3113,0.1730,12
ACT-046170,CLT-037699,65589,0.3339,-0.0913,0.1659,0.1385,9
ACT-046171,CLT-037699,165452,0.2677,0.0259,0.2389,0.2471,11
ACT-046172,CLT-037700,384385,0.1564,-0.0677,0.1534,0.1196,11
ACT-046173,CLT-037701,39838,0.3039,0.0948,0.1746,0.1144,8
ACT-046174,CLT-037701,202182,0.1783,0.0652,0.2796,0.3077,11
ACT-046175,CLT-037702,107708,0.2510,-0.0076,0.3128,0.3722,10
ACT-046176,CLT-037703,20002,0.1808,-0.1838,0.0616,0.1192,12
ACT-046177,CLT-037704,136709,0.2420,0.0630,0.3681,0.5895,12
ACT-046178,CLT-037705,177375,0.1293,0.0259,0.1584,0.1897,12
ACT-046179,CLT-037706,462194,0.3260,-0.2450,0.2240,0.1176,10
ACT-046180,CLT-037707,512070,0.0200,0.2731,0.2079,0.3069,11
ACT-046181,CLT-037708,77292,0.3062,0.1433,0.1809,0.1288,8
ACT-046182,CLT-037708,86147,0.1998,-0.0357,0.1671,0.0902,12
ACT-046183,CLT-037709,81427,0.2587,0.0651,0.2316,0.2326,11
ACT-046184,CLT-037710,111419,0.1720,0.0034,0.2203,0.1728,11
ACT-046185,CLT-037710,228850,0.2564,0.1033,0.2342,0.4096,12
ACT-046186,CLT-037711,398239,0.2529,0.0472,0.3019,0.2386,12
ACT-046187,CLT-037711,31110,0.2895,0.0182,0.2642,0.2831,10
ACT-046188,CLT-037712,163890,0.2339,0.1104,0.3651,0.5999,10
ACT-046189,CLT-037713,643421,0.1690,-0.0157,0.0915,0.1522,11
ACT-046190,CLT-037713,21987,0.1622,0.1056,0.0553,0.1922,12
ACT-046191,CLT-037714,241374,0.0551,0.0738,0.2326,0.1970,11
ACT-046192,CLT-037715,132670,0.2876,-0.0915,0.3784,0.5753,12
ACT-046193,CLT-037716,630406,0.0200,-0.0857,0.1134,0.1788,12
ACT-046194,CLT-037716,66230,0.3046,0.0843,0.1217,0.4638,11
ACT-046195,CLT-037717,146913,0.1391,0.0438,0.3408,0.5044,12
ACT-046196,CLT-037718,72614,0.2445,0.1010,0.1856,0.2005,12
ACT-046197,CLT-037719,478151,0.2019,-0.0296,0.2078,0.2135,12
ACT-046198,CLT-037720,174346,0.2101,0.0420,0.2742,0.3847,10
ACT-046199,CLT-037721,222822,0.2109,0.0089,0.3731,0.4673,12
ACT-046200,CLT-037722,104172,0.1453,0.0222,0.1690,0.1164,12
ACT-046201,CLT-037723,118537,0.2289,0.0992,0.1898,0.1748,8
ACT-046202,CLT-037724,581521,0.1827,-0.1851,0.2482,0.2656,11
ACT-046203,CLT-037724,18119,0.1828,-0.1115,0.2369,0.1105,12
ACT-046204,CLT-037725,450000,0.2698,0.0860,0.3720,0.5913,12
ACT-046205,CLT-037726,389925,0.2214,-0.2267,0.1979,0.3129,11
ACT-046206,CLT-037727,580176,0.0200,-0.0606,0.2110,0.6690,11
ACT-046207,CLT-037728,194559,0.3178,0.0438,0.1466,0.1495,8
ACT-046208,CLT-037728,235992,0.2629,0.0138,0.2472,0.3404,10
ACT-046209,CLT-037729,161148,0.1340,-0.0334,0.2218,0.2599,12
ACT-046210,CLT-037729,37647,0.2557,0.0838,0.3022,0.2051,12
ACT-046211,CLT-037730,78142,0.0649,0.1074,0.2437,0.1093,12
ACT-046212,CLT-037731,130913,0.2511,-0.0215,0.4203,0.5162,10
ACT-046213,CLT-037732,106423,0.2359,-0.0777,0.2175,0.2561,11
ACT-046214,CLT-037733,317845,0.1671,0.0003,0.2160,0.6291,10
ACT-046215,CLT-037734,115407,0.2458,-0.0392,0.3005,0.3035,10
ACT-046216,CLT-037735,115929,0.0633,-0.2500,0.1399,0.2247,12
ACT-046217,CLT-037736,313642,0.2499,0.0611,0.4482,0.5531,10
ACT-046218,CLT-037736,14948,0.2057,0.0837,0.1992,0.1594,11
ACT-046219,CLT-037737,86196,0.2193,-0.0573,0.2049,0.0616,12
ACT-046220,CLT-037738,219829,0.2925,0.0880,0.1689,0.1657,8
ACT-046221,CLT-037739,333979,0.2426,-0.0629,0.1472,0.1078,11
ACT-046222,CLT-037740,319588,0.1118,0.0209,0.0985,0.1480,12
ACT-046223,CLT-037741,452797,0.1798,0.1366,0.3383,0.5504,11
ACT-046224,CLT-037742,108290,0.0930,0.0519,0.0812,0.2306,12
ACT-046225,CLT-037743,481395,0.0922,0.2701,0.1457,0.2115,12
ACT-046226,CLT-037744,251884,0.3197,0.2055,0.2938,0.2606,12
ACT-046227,CLT-037744,47955,0.1264,0.0559,0.1867,0.2378,12
ACT-046228,CLT-037745,435995,0.1539,0.3075,0.1568,0.1865,12
ACT-046229,CLT-037745,105248,0.3187,0.0547,0.1721,0.1850,9
ACT-046230,CLT-037746,43221,0.2565,0.0540,0.0660,0.3290,11
ACT-046231,CLT-037746,309211,0.0929,0.0176,0.1199,0.3102,11
ACT-046232,CLT-037747,182890,0.2365,-0.1130,0.3959,0.5191,10
ACT-046233,CLT-037747,96509,0.1622,-0.1817,0.2566,0.1477,12
ACT-046234,CLT-037748,151169,0.1229,0.0869,0.1737,0.1946,12
ACT-046235,CLT-037748,163251,0.1657,0.0805,0.3090,0.2189,11
ACT-046236,CLT-037749,210243,0.3663,0.2014,0.2170,0.1816,9
ACT-046237,CLT-037750,263347,0.1803,0.0724,0.3151,0.5864,11
ACT-046238,CLT-037751,178310,0.1449,0.1258,0.4351,0.2487,11
ACT-046239,CLT-037752,533732,0.1635,-0.0041,0.1873,0.2799,9
ACT-046240,CLT-037752,240837,0.2135,0.0310,0.1259,0.1783,12
ACT-046241,CLT-037753,97075,0.2806,0.0508,0.4144,0.5702,12
ACT-046242,CLT-037754,111795,0.2867,-0.0523,0.3438,0.4807,10
ACT-046243,CLT-037755,28460,0.2666,0.0842,0.3457,0.5056,12
ACT-046244,CLT-037756,148484,0.2754,-0.0154,0.2054,0.0905,9
ACT-046245,CLT-037756,21648,0.2701,-0.0868,0.3201,0.5565,10
ACT-046246,CLT-037757,804337,0.2053,0.1342,0.3839,0.5889,10
ACT-046247,CLT-037758,297280,0.1259,-0.0502,0.1215,0.1449,12
ACT-046248,CLT-037759,75605,0.1235,-0.0564,0.2048,0.2826,12
ACT-046249,CLT-037760,135340,0.1438,-0.0036,0.1676,0.2243,12
ACT-046250,CLT-037761,164981,0.1539,-0.0377,0.1663,0.2173,12
ACT-046251,CLT-037762,110829,0.1921,0.0331,0.4035,0.5945,12
ACT-046252,CLT-037763,178742,0.2768,-0.0723,0.2222,0.1533,9
ACT-046253,CLT-037764,1000572,0.3527,0.0890,0.2439,0.1218,10
ACT-046254,CLT-037765,103578,0.0996,0.0575,0.3235,0.5876,12
ACT-046255,CLT-037766,184348,0.3094,0.1075,0.1772,0.1849,8
ACT-046256,CLT-037767,347081,0.2172,-0.0320,0.2649,0.3253,10
ACT-046257,CLT-037767,489915,0.0956,0.1012,0.2214,0.1797,11
ACT-046258,CLT-037768,705851,0.1263,0.0753,0.5423,0.2648,11
ACT-046259,CLT-037769,593784,0.3346,0.0883,0.1492,0.1873,8
ACT-046260,CLT-037769,93342,0.0741,-0.0664,0.0710,0.1411,12
ACT-046261,CLT-037770,241736,0.3118,-0.0828,0.2134,0.1035,8
ACT-046262,CLT-037771,2133724,0.2131,0.0342,0.1234,0.4767,8
ACT-046263,CLT-037772,885043,0.0953,0.0457,0.2447,0.0905,11
ACT-046264,CLT-037773,784506,0.1092,-0.1132,0.1059,0.1598,12
ACT-046265,CLT-037773,115784,0.1919,0.1022,0.2196,0.3296,10
ACT-046266,CLT-037774,140874,0.3282,0.0079,0.4904,0.0471,9
ACT-046267,CLT-037775,457450,0.1994,-0.0716,0.1745,0.2314,12
ACT-046268,CLT-037776,180003,0.2013,0.1354,0.1957,0.0936,12
ACT-046269,CLT-037777,529234,0.2325,0.0224,0.3890,0.1510,12
ACT-046270,CLT-037778,1179403,0.1339,0.1369,0.1565,0.1993,12
ACT-046271,CLT-037779,310984,0.2696,-0.1069,0.1726,0.2236,8
ACT-046272,CLT-037779,125561,0.2349,-0.0730,0.2205,0.2546,12
ACT-046273,CLT-037780,73697,0.3779,-0.0844,0.2168,0.2023,10
ACT-046274,CLT-037781,642862,0.0885,0.1425,0.1125,0.1557,9
ACT-046275,CLT-037782,365871,0.1474,-0.0257,0.3530,0.5829,10
ACT-046276,CLT-037783,500681,0.2422,-0.2236,0.3634,0.5823,10
ACT-046277,CLT-037784,238694,0.3299,0.1050,0.2550,0.4011,12
ACT-046278,CLT-037785,133542,0.4203,-0.0099,0.1797,0.1900,12
ACT-046279,CLT-037786,323309,0.1993,0.0200,0.1908,0.1573,12
ACT-046280,CLT-037787,184609,0.2103,0.2995,0.1459,0.1501,12
ACT-046281,CLT-037788,457463,0.0824,-0.0298,0.0894,0.2216,11
ACT-046282,CLT-037789,221008,0.2368,-0.2489,0.2120,0.1704,11
ACT-046283,CLT-037790,606308,0.1870,0.1449,0.1978,0.1040,11
ACT-046284,CLT-037790,262003,0.2671,0.0418,0.2264,0.1524,8
ACT-046285,CLT-037791,354860,0.2450,0.1191,0.3604,0.5003,10
ACT-046286,CLT-037792,28428,0.1934,0.1261,0.1450,0.1657,11
ACT-046287,CLT-037793,156318,0.1890,0.1258,0.2110,0.1603,11
ACT-046288,CLT-037794,46154,0.1989,-0.0898,0.3055,0.2791,9
ACT-046289,CLT-037795,70876,0.1869,-0.1326,0.1541,0.6456,11
ACT-046290,CLT-037796,199924,0.0518,-0.2478,0.2567,0.1332,12
ACT-046291,CLT-037797,64201,0.3016,-0.0810,0.2178,0.3025,12
ACT-046292,CLT-037797,160200,0.2053,0.1343,0.3401,0.6158,11
ACT-046293,CLT-037798,52466,0.4151,0.0030,0.1578,0.2531,12
ACT-046294,CLT-037799,264574,0.2690,0.1268,0.1311,0.1265,8
ACT-046295,CLT-037800,583910,0.1042,-0.1376,0.3767,0.2351,11
ACT-046296,CLT-037800,131957,0.2297,0.0655,0.2827,0.1617,11
ACT-046297,CLT-037801,617659,0.3083,0.1791,0.4564,0.1639,11
ACT-046298,CLT-037802,189692,0.0960,-0.1231,0.1743,0.2444,11
ACT-046299,CLT-037803,115045,0.2838,0.2802,0.2978,0.2119,11
ACT-046300,CLT-037803,100524,0.1153,0.1695,0.1396,0.2777,12
ACT-046301,CLT-037804,112395,0.2780,-0.0899,0.2002,0.1844,12
ACT-046302,CLT-037804,103562,0.3030,-0.0129,0.3797,0.4771,11
ACT-046303,CLT-037805,223618,0.4789,0.0125,0.2972,0.1159,12
ACT-046304,CLT-037806,831300,0.2074,0.0138,0.1931,0.1159,12
ACT-046305,CLT-037806,47546,0.2849,0.0266,0.3425,0.5705,10
ACT-046306,CLT-037807,666223,0.0717,0.0367,0.1817,0.2435,12
ACT-046307,CLT-037808,66493,0.2418,-0.0322,0.1561,0.2295,12
ACT-046308,CLT-037809,170236,0.2563,0.1967,0.1721,0.2391,11
ACT-046309,CLT-037810,1974156,0.1277,0.0228,0.0632,0.1724,12
ACT-046310,CLT-037811,1236679,0.0655,-0.0126,0.1551,0.2444,11
ACT-046311,CLT-037812,137998,0.1563,0.1866,0.1735,0.1050,11
ACT-046312,CLT-037813,214712,0.1785,-0.0301,0.3227,0.4812,10
ACT-046313,CLT-037814,143221,0.2491,0.0337,0.2912,0.5930,10
ACT-046314,CLT-037815,96983,0.1343,0.0603,0.3423,0.5693,12
ACT-046315,CLT-037816,355022,0.0368,0.1762,0.3223,0.5623,10
ACT-046316,CLT-037817,560611,0.3290,-0.1286,0.2436,0.5420,10
ACT-046317,CLT-037817,87447,0.2609,-0.0600,0.3382,0.4746,12
ACT-046318,CLT-037818,612343,0.1010,0.0703,0.1722,0.1321,11
ACT-046319,CLT-037819,711755,0.1577,0.0680,0.2675,0.5749,10
ACT-046320,CLT-037820,16469,0.4305,0.0074,0.2439,0.1179,12
ACT-046321,CLT-037820,72584,0.4182,-0.0067,0.1754,0.2574,11
ACT-046322,CLT-037821,174440,0.2726,0.0953,0.1644,0.2127,12
ACT-046323,CLT-037822,665278,0.3768,0.0992,0.1461,0.1499,10
ACT-046324,CLT-037822,60058,0.1515,0.1068,0.2036,0.1265,12
ACT-046325,CLT-037823,795953,0.2802,0.1324,0.2083,0.2086,8
ACT-046326,CLT-037823,67046,0.1781,-0.0263,0.1560,0.1841,11
ACT-046327,CLT-037824,325344,0.1511,0.2104,0.1308,0.2075,11
ACT-046328,CLT-037824,186580,0.0452,0.3086,0.2310,0.1567,11
ACT-046329,CLT-037825,640024,0.2429,0.0199,0.2793,0.2391,12
ACT-046330,CLT-037826,114059,0.2402,0.1122,0.2426,0.5121,12
ACT-046331,CLT-037827,494087,0.1420,0.0028,0.1645,0.2034,12
ACT-046332,CLT-037828,165380,0.1657,0.1237,0.2763,0.1466,11
ACT-046333,CLT-037829,1023089,0.2997,0.0948,0.1496,0.1725,10
ACT-046334,CLT-037830,820932,0.1713,0.0071,0.1881,0.1849,11
ACT-046335,CLT-037831,300546,0.2278,0.0076,0.2951,0.1552,11
ACT-046336,CLT-037832,115359,0.1792,0.0513,0.2041,0.1401,11
ACT-046337,CLT-037832,114868,0.0981,0.0069,0.2408,0.2374,12
ACT-046338,CLT-037833,285179,0.1593,0.0461,0.3421,0.2104,12
ACT-046339,CLT-037834,557191,0.1746,-0.1499,0.2476,0.2450,12
ACT-046340,CLT-037835,515677,0.1522,-0.0440,0.1297,0.1803,11
ACT-046341,CLT-037836,239233,0.1962,0.2126,0.2748,0.3230,11
ACT-046342,CLT-037837,109944,0.2315,0.0644,0.1504,0.1914,9
ACT-046343,CLT-037838,149735,0.3555,-0.1579,0.1789,0.1993,11
ACT-046344,CLT-037839,145354,0.2606,0.0795,0.1938,0.1447,10
ACT-046345,CLT-037840,530951,0.4921,0.0575,0.1867,0.1756,9
ACT-046346,CLT-037841,81692,0.2550,-0.0245,0.2914,0.2934,11
ACT-046347,CLT-037841,99124,0.2547,0.0397,0.3721,0.5129,10
ACT-046348,CLT-037842,245582,0.1133,0.0293,0.1685,0.2133,12
ACT-046349,CLT-037843,916298,0.3658,0.1511,0.0858,0.1950,8
ACT-046350,CLT-037844,159734,0.2948,0.0875,0.2237,0.2536,11
ACT-046351,CLT-037844,269313,0.1465,-0.0419,0.2813,0.2471,11
ACT-046352,CLT-037845,217765,0.2026,-0.0261,0.1732,0.2649,12
ACT-046353,CLT-037845,101101,0.2413,0.0310,0.2272,0.2485,11
ACT-046354,CLT-037846,49406,0.1942,0.1062,0.2553,0.3156,11
ACT-046355,CLT-037847,318204,0.2296,0.0561,0.2651,0.3849,11
ACT-046356,CLT-037848,263949,0.1443,-0.0207,0.2144,0.1498,11
ACT-046357,CLT-037849,104064,0.2275,0.2032,0.2972,0.5711,10
ACT-046358,CLT-037850,907706,0.2064,0.0518,0.2492,0.1978,12
ACT-046359,CLT-037851,174016,0.2888,0.0948,0.2594,0.5439,10
ACT-046360,CLT-037851,115576,0.1780,-0.0747,0.1703,0.1332,12
ACT-046361,CLT-037852,159474,0.1364,-0.0002,0.1876,0.2360,11
ACT-046362,CLT-037853,87328,0.3233,0.0482,0.3776,0.6788,12
ACT-046363,CLT-037854,204592,0.2765,-0.0921,0.1860,0.1264,9
ACT-046364,CLT-037855,58940,0.2504,-0.1474,0.1271,0.2708,11
ACT-046365,CLT-037855,26356,0.2010,0.0775,0.2931,0.5091,10
ACT-046366,CLT-037856,159323,0.4957,-0.1467,0.2121,0.0482,11
ACT-046367,CLT-037857,334548,0.0571,-0.0153,0.3784,0.6916,11
ACT-046368,CLT-037858,826428,0.2124,0.1029,0.3354,0.1125,12
ACT-046369,CLT-037858,286470,0.3563,0.1257,0.3208,0.4970,10
ACT-046370,CLT-037859,300796,0.1980,0.0993,0.0708,0.1454,11
ACT-046371,CLT-037860,88254,0.1251,-0.0990,0.3012,0.1905,12
ACT-046372,CLT-037861,89312,0.3073,0.0326,0.2892,0.1017,10
ACT-046373,CLT-037862,148113,0.3116,0.1378,0.5406,0.5415,11
ACT-046374,CLT-037862,113583,0.1501,0.0182,0.5005,0.1984,12
ACT-046375,CLT-037863,260338,0.2097,-0.0409,0.1916,0.2671,12
ACT-046376,CLT-037863,53288,0.2606,-0.1335,0.2261,0.1103,11
ACT-046377,CLT-037864,236269,0.2661,-0.0255,0.2700,0.2737,11
ACT-046378,CLT-037864,72998,0.1512,-0.0428,0.3759,0.5110,12
ACT-046379,CLT-037865,95776,0.1896,0.0575,0.2613,0.1811,11
ACT-046380,CLT-037866,315033,0.2232,0.0514,0.2760,0.1503,12
ACT-046381,CLT-037867,47025,0.1827,-0.0895,0.3347,0.4661,11
ACT-046382,CLT-037867,60002,0.2242,0.0531,0.1841,0.1501,12
ACT-046383,CLT-037868,371953,0.0977,0.1184,0.2256,0.2521,12
ACT-046384,CLT-037869,119673,0.4732,-0.0273,0.1661,0.1885,12
ACT-046385,CLT-037870,277455,0.2501,0.1761,0.1702,0.2039,10
ACT-046386,CLT-037871,771852,0.1517,0.0414,0.0952,0.1990,12
ACT-046387,CLT-037871,59811,0.3644,0.1238,0.0697,0.1802,12
ACT-046388,CLT-037872,464388,0.0980,-0.0807,0.1280,0.1860,12
ACT-046389,CLT-037873,81694,0.1091,0.0017,0.2798,0.1275,12
ACT-046390,CLT-037873,79672,0.2049,0.0421,0.2740,0.1047,12
ACT-046391,CLT-037874,70236,0.2726,0.0733,0.2569,0.2079,11
ACT-046392,CLT-037875,201410,0.2361,0.0251,0.1402,0.1738,12
ACT-046393,CLT-037876,184804,0.2876,0.0372,0.2417,0.3156,12
ACT-046394,CLT-037877,278722,0.0771,0.1142,0.1494,0.1724,12
ACT-046395,CLT-037878,858266,0.0684,0.0992,0.3605,0.5356,10
ACT-046396,CLT-037878,167062,0.0529,-0.0161,0.2376,0.2643,12
ACT-046397,CLT-037879,634401,0.2152,0.0340,0.0927,0.3654,10
ACT-046398,CLT-037880,86354,0.2195,0.0222,0.3705,0.4879,12
ACT-046399,CLT-037881,283095,0.3180,0.1390,0.2091,0.2321,8
ACT-046400,CLT-037882,186885,0.2178,-0.0860,0.3516,0.2314,12
ACT-046401,CLT-037882,145794,0.1665,-0.0878,0.3003,0.4997,12
ACT-046402,CLT-037883,67958,0.2047,0.0769,0.1841,0.2827,12
ACT-046403,CLT-037884,1045247,0.2436,-0.0281,0.2551,0.4854,12
ACT-046404,CLT-037885,108734,0.1608,-0.2075,0.3271,0.5215,11
ACT-046405,CLT-037886,446687,0.3645,-0.0047,0.0528,0.0634,8
ACT-046406,CLT-037886,20715,0.2094,0.1211,0.2356,0.1723,12
ACT-046407,CLT-037887,221413,0.2137,0.1170,0.3542,0.5451,10
