identifiant_activite,identifiant_client,identifiant_institution,mois,recettes_reelles,charges_reelles,revenu_net_reel,indice_saison,effet_evenement,effet_macro
ACT-000068,CLT-000056,INS-001,2023-10,308768,267146,41622,1.0942,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2023-11,292937,253449,39488,1.1632,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2023-12,306131,264864,41266,1.1884,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2024-01,288270,254399,33871,1.1632,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-02,408395,360410,47985,1.0942,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-03,334133,294874,39259,1.0000,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-04,297931,262925,35006,0.9058,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-05,292425,258066,34359,0.8368,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-06,393172,346976,46196,0.8116,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-07,362521,319926,42595,0.8368,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-08,355895,314079,41816,0.9058,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-09,418003,368890,49114,1.0000,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-10,481905,425283,56622,1.0942,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-11,355562,313785,41777,1.1632,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2024-12,507713,448059,59654,1.1884,1.0000,1.0239
ACT-000068,CLT-000056,INS-001,2025-01,359777,389098,-29322,1.1632,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-02,397081,429443,-32362,1.0942,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-03,315946,341696,-25750,1.0000,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-04,337948,365491,-27543,0.9058,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-05,274296,296651,-22355,0.8368,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-06,260009,281200,-21191,0.8116,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-07,286688,310053,-23365,0.8368,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-08,325741,352289,-26548,0.9058,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-09,362688,392248,-29559,1.0000,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-10,299554,323968,-24414,1.0942,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-11,364795,394526,-29731,1.1632,1.0000,1.0000
ACT-000068,CLT-000056,INS-001,2025-12,377397,408155,-30758,1.1884,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-03,244532,261618,-17087,1.0000,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-04,197184,210962,-13778,0.9301,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-05,141998,151920,-9922,0.8790,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-06,143003,152996,-9992,0.8603,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-07,150233,160731,-10498,0.8790,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-08,136406,145938,-9531,0.9302,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-09,114611,122619,-8008,1.0000,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-10,157549,168557,-11009,1.0698,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-11,237014,253576,-16561,1.1210,1.0000,1.0000
ACT-000069,CLT-000057,INS-001,2025-12,102338,109489,-7151,1.1397,0.4985,1.0000
ACT-000070,CLT-000058,INS-001,2023-06,1721589,1390528,331062,0.7393,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2023-07,2106060,1701064,404995,0.7742,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2023-08,2462245,1988755,473490,0.8697,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2023-09,2298742,1856694,442048,1.0000,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2023-10,3281199,2650224,630975,1.1303,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2023-11,3998275,3229407,768868,1.2258,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2023-12,3924361,3169707,754655,1.2607,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2024-01,4342195,3577334,764860,1.2258,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-02,4049896,3336523,713373,1.1303,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-03,3105943,2558844,547099,1.0000,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-04,2870557,2364920,505637,0.8696,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-05,3049344,2512215,537130,0.7742,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-06,2410913,1986240,424673,0.7393,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-07,2889219,2380295,508924,0.7742,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-08,4038176,3326867,711308,0.8697,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-09,3197622,2634374,563248,1.0000,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-10,3934487,3241443,693044,1.1303,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-11,3767211,3103632,663579,1.2258,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2024-12,4229259,3484292,744967,1.2607,1.0000,1.0239
ACT-000070,CLT-000058,INS-001,2025-01,4728583,4774096,-45513,1.2258,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2025-02,4147043,4186958,-39915,1.1303,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2025-03,3949238,3987250,-38011,1.0000,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2025-04,3847992,3885029,-37037,0.8696,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2025-05,3547875,3582023,-34148,0.7742,1.0000,1.0000
ACT-000070,CLT-000058,INS-001,2025-06,3228143,3259214,-31071,0.7393,1.0941,1.0000
ACT-000070,CLT-000058,INS-001,2025-07,3798776,3835339,-36563,0.7742,1.0941,1.0000
ACT-000070,CLT-000058,INS-001,2025-08,3644870,3679952,-35082,0.8697,1.0941,1.0000
ACT-000070,CLT-000058,INS-001,2025-09,4361953,4403936,-41984,1.0000,1.0941,1.0000
ACT-000070,CLT-000058,INS-001,2025-10,5268483,5319192,-50709,1.1303,1.0941,1.0000
ACT-000070,CLT-000058,INS-001,2025-11,6293579,6354155,-60576,1.2258,1.0941,1.0000
ACT-000070,CLT-000058,INS-001,2025-12,5827223,5883310,-56087,1.2607,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2023-06,216941,181840,35101,0.7581,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2023-07,228095,191189,36906,0.7905,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2023-08,263545,220904,42642,0.8791,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2023-09,276235,231540,44695,1.0000,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2023-10,304870,255542,49328,1.1210,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2023-11,323217,270921,52297,1.2095,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2023-12,344162,288477,55685,1.2419,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2024-01,337849,288849,49000,1.2095,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-02,312561,267229,45333,1.1210,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-03,278724,238299,40425,1.0000,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-04,274917,235044,39873,0.8790,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-05,220171,188238,31933,0.7905,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-06,199304,170398,28906,0.7581,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-07,218265,186609,31656,0.7905,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-08,222568,190288,32280,0.8791,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-09,227700,194675,33025,1.0000,1.0000,1.0239
ACT-000071,CLT-000059,INS-001,2024-10,217763,186179,31583,1.1210,0.8483,1.0239
ACT-000071,CLT-000059,INS-001,2024-11,244764,209264,35500,1.2095,0.8483,1.0239
ACT-000071,CLT-000059,INS-001,2024-12,255816,218714,37103,1.2419,0.8483,1.0239
ACT-000071,CLT-000059,INS-001,2025-01,197953,207405,-9452,1.2095,0.8483,1.0000
ACT-000071,CLT-000059,INS-001,2025-02,191831,200990,-9160,1.1210,0.8483,1.0000
ACT-000071,CLT-000059,INS-001,2025-03,168504,176550,-8046,1.0000,0.8483,1.0000
ACT-000071,CLT-000059,INS-001,2025-04,183456,192216,-8760,0.8790,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2025-05,160682,168355,-7673,0.7905,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2025-06,143365,150210,-6846,0.7581,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2025-07,149694,156842,-7148,0.7905,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2025-08,170026,178144,-8119,0.8791,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2025-09,194410,203693,-9283,1.0000,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2025-10,195444,204776,-9332,1.1210,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2025-11,209812,219830,-10019,1.2095,1.0000,1.0000
ACT-000071,CLT-000059,INS-001,2025-12,219302,229774,-10472,1.2419,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2023-07,100145,87998,12148,0.8070,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2023-08,121811,107035,14776,0.8886,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2023-09,137579,120891,16688,1.0000,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2023-10,156936,137899,19036,1.1115,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2023-11,189414,166438,22976,1.1930,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2023-12,156226,137276,18950,1.2229,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2024-01,135434,121386,14048,1.1930,1.0000,1.0239
ACT-000072,CLT-000060,INS-001,2024-02,95214,85338,9876,1.1115,1.0000,1.0239
ACT-000072,CLT-000060,INS-001,2024-03,89291,80029,9262,1.0000,1.0000,1.0239
ACT-000072,CLT-000060,INS-001,2024-04,45548,40824,4725,0.8885,0.6187,1.0239
ACT-000072,CLT-000060,INS-001,2024-05,46652,41813,4839,0.8070,0.6187,1.0239
ACT-000072,CLT-000060,INS-001,2024-06,57181,51250,5931,0.7771,0.6187,1.0239
ACT-000072,CLT-000060,INS-001,2024-07,53554,47999,5555,0.8070,0.6187,1.0239
ACT-000072,CLT-000060,INS-001,2024-08,49955,44773,5182,0.8886,0.6187,1.0239
ACT-000072,CLT-000060,INS-001,2024-09,70093,62823,7271,1.0000,0.6187,1.0239
ACT-000072,CLT-000060,INS-001,2024-10,76249,68340,7909,1.1115,0.6187,1.0239
ACT-000072,CLT-000060,INS-001,2024-11,105828,94851,10977,1.1930,1.0000,1.0239
ACT-000072,CLT-000060,INS-001,2024-12,121632,109016,12616,1.2229,1.0000,1.0239
ACT-000072,CLT-000060,INS-001,2025-01,115697,127079,-11382,1.1930,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-02,113777,124970,-11193,1.1115,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-03,127446,139983,-12537,1.0000,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-04,104655,114951,-10295,0.8885,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-05,90825,99760,-8935,0.8070,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-06,99700,109508,-9808,0.7771,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-07,75582,83017,-7435,0.8070,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-08,92966,102111,-9145,0.8886,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-09,78090,85772,-7682,1.0000,1.0000,1.0000
ACT-000072,CLT-000060,INS-001,2025-10,107674,118267,-10592,1.1115,1.0380,1.0000
ACT-000072,CLT-000060,INS-001,2025-11,101877,111899,-10022,1.1930,1.0380,1.0000
ACT-000072,CLT-000060,INS-001,2025-12,101765,111776,-10011,1.2229,1.0380,1.0000
ACT-000073,CLT-000060,INS-001,2023-07,158567,112091,46476,1.1897,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2023-08,168767,119301,49466,1.2191,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2023-09,157606,111412,46194,1.1897,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2023-10,119406,84408,34998,1.1096,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2023-11,136770,96683,40087,1.0000,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2023-12,104331,73752,30579,0.8905,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2024-01,128741,92827,35914,0.8103,1.0000,1.0239
ACT-000073,CLT-000060,INS-001,2024-02,106257,76616,29642,0.7809,1.0000,1.0239
ACT-000073,CLT-000060,INS-001,2024-03,99072,71434,27637,0.8103,1.0000,1.0239
ACT-000073,CLT-000060,INS-001,2024-04,63182,45557,17625,0.8905,0.6187,1.0239
ACT-000073,CLT-000060,INS-001,2024-05,85405,61580,23825,1.0000,0.6187,1.0239
ACT-000073,CLT-000060,INS-001,2024-06,101627,73277,28350,1.1096,0.6187,1.0239
ACT-000073,CLT-000060,INS-001,2024-07,96805,69800,27005,1.1897,0.6187,1.0239
ACT-000073,CLT-000060,INS-001,2024-08,98193,70801,27392,1.2191,0.6187,1.0239
ACT-000073,CLT-000060,INS-001,2024-09,106425,76737,29689,1.1897,0.6187,1.0239
ACT-000073,CLT-000060,INS-001,2024-10,85074,61341,23732,1.1096,0.6187,1.0239
ACT-000073,CLT-000060,INS-001,2024-11,118466,85418,33047,1.0000,1.0000,1.0239
ACT-000073,CLT-000060,INS-001,2024-12,111640,80497,31143,0.8905,1.0000,1.0239
ACT-000073,CLT-000060,INS-001,2025-01,95153,84080,11073,0.8103,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-02,102488,90561,11927,0.7809,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-03,99069,87540,11529,0.8103,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-04,94590,83582,11008,0.8905,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-05,97879,86488,11391,1.0000,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-06,103472,91431,12042,1.1096,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-07,102406,90489,11918,1.1897,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-08,126800,112044,14756,1.2191,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-09,141297,124853,16443,1.1897,1.0000,1.0000
ACT-000073,CLT-000060,INS-001,2025-10,102177,90286,11891,1.1096,1.0380,1.0000
ACT-000073,CLT-000060,INS-001,2025-11,73543,64985,8559,1.0000,1.0380,1.0000
ACT-000073,CLT-000060,INS-001,2025-12,86490,76425,10065,0.8905,1.0380,1.0000
ACT-000074,CLT-000061,INS-001,2025-09,157204,146180,11024,1.1124,1.0000,1.0000
ACT-000074,CLT-000061,INS-001,2025-10,146742,136452,10290,1.0649,1.0000,1.0000
ACT-000074,CLT-000061,INS-001,2025-11,126055,117215,8840,1.0000,1.0000,1.0000
ACT-000074,CLT-000061,INS-001,2025-12,134847,125390,9456,0.9351,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2023-09,5658008,3910249,1747759,1.0190,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2023-10,2880328,1990595,889733,1.0165,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2023-11,1398759,966682,432077,1.0095,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2023-12,728303,503330,224973,1.0000,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2024-01,750703,529187,221516,0.9905,1.0000,1.0239
ACT-000075,CLT-000062,INS-001,2024-02,673410,474701,198708,0.9835,1.0000,1.0239
ACT-000075,CLT-000062,INS-001,2024-03,905399,638236,267163,0.9810,0.4724,1.0239
ACT-000075,CLT-000062,INS-001,2024-04,737885,520151,217734,0.9835,0.4724,1.0239
ACT-000075,CLT-000062,INS-001,2024-05,640234,451315,188919,0.9905,0.4724,1.0239
ACT-000075,CLT-000062,INS-001,2024-06,877721,618725,258996,1.0000,0.4724,1.0239
ACT-000075,CLT-000062,INS-001,2024-07,1101559,776513,325046,1.0095,0.4724,1.0239
ACT-000075,CLT-000062,INS-001,2024-08,2087284,1471372,615912,1.0165,1.0000,1.0239
ACT-000075,CLT-000062,INS-001,2024-09,1105904,779576,326328,1.0190,1.0000,1.0239
ACT-000075,CLT-000062,INS-001,2024-10,1090118,768448,321670,1.0165,1.0000,1.0239
ACT-000075,CLT-000062,INS-001,2024-11,1363878,961427,402450,1.0095,1.0000,1.0239
ACT-000075,CLT-000062,INS-001,2024-12,1100125,775503,324623,1.0000,1.0000,1.0239
ACT-000075,CLT-000062,INS-001,2025-01,687485,593901,93584,0.9905,0.6160,1.0000
ACT-000075,CLT-000062,INS-001,2025-02,1051430,908304,143126,0.9835,0.6160,1.0000
ACT-000075,CLT-000062,INS-001,2025-03,1360492,1175295,185197,0.9810,0.6160,1.0000
ACT-000075,CLT-000062,INS-001,2025-04,846297,731095,115202,0.9835,0.6160,1.0000
ACT-000075,CLT-000062,INS-001,2025-05,842360,727693,114666,0.9905,0.6160,1.0000
ACT-000075,CLT-000062,INS-001,2025-06,1263994,1091933,172061,1.0000,0.6160,1.0000
ACT-000075,CLT-000062,INS-001,2025-07,1676245,1448066,228179,1.0095,0.6160,1.0000
ACT-000075,CLT-000062,INS-001,2025-08,2767426,2390710,376716,1.0165,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2025-09,2425851,2095632,330219,1.0190,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2025-10,4192549,3621839,570711,1.0165,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2025-11,1751154,1512778,238376,1.0095,1.0000,1.0000
ACT-000075,CLT-000062,INS-001,2025-12,2193005,1894482,298523,1.0000,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2023-10,429159,393153,36006,1.0762,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2023-11,444055,406799,37256,1.1321,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2023-12,450079,412317,37762,1.1525,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2024-01,438522,409764,28757,1.1321,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-02,453621,423874,29748,1.0762,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-03,451647,422028,29618,1.0000,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-04,406350,379703,26648,0.9237,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-05,428528,400426,28102,0.8679,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-06,409620,382758,26862,0.8475,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-07,451343,421745,29598,0.8679,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-08,460022,429855,30167,0.9238,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-09,474895,443752,31143,1.0000,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-10,552479,516249,36230,1.0762,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-11,596373,557264,39109,1.1321,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2024-12,598352,559113,39239,1.1525,1.0000,1.0239
ACT-000076,CLT-000063,INS-001,2025-01,512815,587238,-74422,1.1321,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-02,550122,629958,-79836,1.0762,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-03,563586,645377,-81790,1.0000,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-04,485660,556141,-70481,0.9237,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-05,448135,513170,-65036,0.8679,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-06,452421,518079,-65658,0.8475,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-07,498847,571242,-72395,0.8679,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-08,474439,543292,-68853,0.9238,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-09,571326,654240,-82914,1.0000,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-10,599866,686921,-87056,1.0762,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-11,646509,740334,-93825,1.1321,1.0000,1.0000
ACT-000076,CLT-000063,INS-001,2025-12,461173,528100,-66928,1.1525,0.7680,1.0000
ACT-000077,CLT-000064,INS-001,2024-01,236452,184841,51611,1.2547,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-02,280843,219543,61300,1.0000,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-03,179348,140201,39147,0.7453,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-04,88178,68932,19247,0.5589,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-05,128371,100351,28020,0.4907,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-06,136378,106611,29768,0.5589,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-07,135878,106220,29658,0.7454,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-08,142066,111057,31009,1.0000,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-09,326766,255442,71324,1.2547,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-10,468062,365897,102165,1.4411,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-11,378127,295593,82535,1.5093,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2024-12,214086,167357,46729,1.4411,1.0000,1.0239
ACT-000077,CLT-000064,INS-001,2025-01,456579,437403,19176,1.2547,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-02,172547,165300,7247,1.0000,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-03,100392,96175,4216,0.7453,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-04,28381,27189,1192,0.5589,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-05,25446,24377,1069,0.4907,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-06,40430,38732,1698,0.5589,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-07,121188,116098,5090,0.7454,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-08,248157,237735,10423,1.0000,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-09,345957,331427,14530,1.2547,1.0000,1.0000
ACT-000077,CLT-000064,INS-001,2025-10,246729,236366,10363,1.4411,1.0613,1.0000
ACT-000077,CLT-000064,INS-001,2025-11,219389,210174,9214,1.5093,1.0613,1.0000
ACT-000078,CLT-000064,INS-001,2024-01,95812,84359,11453,1.0951,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-02,81723,71954,9769,1.0000,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-03,145560,128160,17400,0.9049,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-04,180189,158650,21539,0.8354,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-05,238927,210367,28560,0.8099,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-06,376859,331811,45048,0.8354,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-07,292482,257520,34962,0.9050,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-08,243399,214304,29095,1.0000,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-09,294161,258998,35163,1.0951,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-10,181723,160001,21722,1.1646,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-11,151661,133532,18129,1.1901,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2024-12,696244,613018,83226,1.1646,1.0000,1.0239
ACT-000078,CLT-000064,INS-001,2025-01,448601,484041,-35439,1.0951,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-02,368666,397791,-29125,1.0000,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-03,198124,213776,-15652,0.9049,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-04,214151,231069,-16918,0.8354,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-05,133347,143881,-10534,0.8099,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-06,153957,166119,-12163,0.8354,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-07,141805,153008,-11203,0.9050,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-08,221510,239010,-17499,1.0000,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-09,403483,435358,-31875,1.0951,1.0000,1.0000
ACT-000078,CLT-000064,INS-001,2025-10,205621,221865,-16244,1.1646,1.0613,1.0000
ACT-000078,CLT-000064,INS-001,2025-11,185768,200444,-14676,1.1901,1.0613,1.0000
ACT-000079,CLT-000065,INS-001,2025-09,164314,183395,-19081,1.1126,1.0000,1.0000
ACT-000079,CLT-000065,INS-001,2025-10,232172,259133,-26961,1.1951,1.0000,1.0000
ACT-000079,CLT-000065,INS-001,2025-11,192068,214372,-22304,1.2253,1.0000,1.0000
ACT-000079,CLT-000065,INS-001,2025-12,283701,316646,-32945,1.1951,1.0000,1.0000
ACT-000080,CLT-000066,INS-001,2024-01,292162,264956,27206,1.1172,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-02,192306,174399,17907,1.0000,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-03,245256,222419,22838,0.8828,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-04,227745,206538,21207,0.7970,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-05,154316,139946,14370,0.7656,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-06,168994,153258,15736,0.7970,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-07,238102,215930,22172,0.8828,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-08,299090,271239,27851,1.0000,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-09,315653,286260,29393,1.1172,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-10,427561,387748,39814,1.2030,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-11,419761,380674,39087,1.2344,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2024-12,502627,455823,46804,1.2030,1.0000,1.0239
ACT-000080,CLT-000066,INS-001,2025-01,433487,481766,-48280,1.1172,1.0000,1.0000
ACT-000080,CLT-000066,INS-001,2025-02,365580,406297,-40717,1.0000,1.0000,1.0000
ACT-000080,CLT-000066,INS-001,2025-03,378132,420246,-42114,0.8828,1.0000,1.0000
ACT-000080,CLT-000066,INS-001,2025-04,298977,332276,-33299,0.7970,1.0000,1.0000
ACT-000080,CLT-000066,INS-001,2025-05,271990,302283,-30293,0.7656,1.0000,1.0000
ACT-000080,CLT-000066,INS-001,2025-06,311499,346192,-34693,0.7970,1.0000,1.0000
