identifiant_decision,identifiant_demande,identifiant_institution,date_decision,statut,motif_principal,montant_accorde,duree_accordee_mois
DEC-034042,DEM-034042,INS-004,2025-09-29,ACCEPTEE,,135000,6
DEC-034043,DEM-034043,INS-004,2023-10-16,REFUSEE,capacite_insuffisante,,
DEC-034044,DEM-034044,INS-004,2024-08-01,ACCEPTEE,,1500000,24
DEC-034045,DEM-034045,INS-004,2022-12-24,ACCEPTEE,,250000,9
DEC-034046,DEM-034046,INS-004,2023-10-28,ACCEPTEE,,370000,6
DEC-034047,DEM-034047,INS-004,2024-11-18,REFUSEE,endettement_eleve,,
DEC-034048,DEM-034048,INS-004,2023-06-25,ACCEPTEE,,110000,12
DEC-034049,DEM-034049,INS-004,2024-09-24,ACCEPTEE,,65000,6
DEC-034050,DEM-034050,INS-004,2025-03-28,REFUSEE,capacite_insuffisante,,
DEC-034051,DEM-034051,INS-004,2023-01-02,ACCEPTEE,,85000,6
DEC-034052,DEM-034052,INS-004,2025-03-21,ACCEPTEE,,100000,9
DEC-034053,DEM-034053,INS-004,2022-03-27,ACCEPTEE,,115000,6
DEC-034054,DEM-034054,INS-004,2024-11-22,ACCEPTEE,,200000,6
DEC-034055,DEM-034055,INS-004,2023-02-21,REFUSEE,endettement_eleve,,
DEC-034056,DEM-034056,INS-004,2023-06-01,REFUSEE,endettement_eleve,,
DEC-034057,DEM-034057,INS-004,2023-12-17,ACCEPTEE,,120000,6
DEC-034058,DEM-034058,INS-004,2024-09-13,REFUSEE,endettement_eleve,,
DEC-034059,DEM-034059,INS-004,2025-10-26,REFUSEE,endettement_eleve,,
DEC-034060,DEM-034060,INS-004,2023-02-25,ACCEPTEE,,1500000,12
DEC-034061,DEM-034061,INS-004,2024-04-29,ACCEPTEE,,310000,3
DEC-034062,DEM-034062,INS-004,2025-08-25,ACCEPTEE,,430000,3
DEC-034063,DEM-034063,INS-004,2023-12-28,REFUSEE,capacite_insuffisante,,
DEC-034064,DEM-034064,INS-004,2024-07-05,ACCEPTEE,,415000,9
DEC-034065,DEM-034065,INS-004,2022-12-03,ACCEPTEE,,360000,9
DEC-034066,DEM-034066,INS-004,2023-09-08,ACCEPTEE,,465000,6
DEC-034067,DEM-034067,INS-004,2025-06-30,AJOURNEE,dossier_incomplet,,
DEC-034068,DEM-034068,INS-004,2022-11-14,ACCEPTEE,,600000,6
DEC-034069,DEM-034069,INS-004,2025-06-24,REFUSEE,historique_incidents,,
DEC-034070,DEM-034070,INS-004,2023-05-06,ACCEPTEE,,130000,6
DEC-034071,DEM-034071,INS-004,2022-05-07,ACCEPTEE,,240000,3
DEC-034072,DEM-034072,INS-004,2024-07-16,REFUSEE,endettement_eleve,,
DEC-034073,DEM-034073,INS-004,2025-07-04,REFUSEE,endettement_eleve,,
DEC-034074,DEM-034074,INS-004,2024-08-12,ACCEPTEE,,565000,12
DEC-034075,DEM-034075,INS-004,2022-05-28,ACCEPTEE,,250000,9
DEC-034076,DEM-034076,INS-004,2024-05-15,REFUSEE,historique_incidents,,
DEC-034077,DEM-034077,INS-004,2025-11-09,ACCEPTEE,,250000,9
DEC-034078,DEM-034078,INS-004,2025-01-31,REFUSEE,capacite_insuffisante,,
DEC-034079,DEM-034079,INS-004,2023-04-09,ACCEPTEE,,250000,9
DEC-034080,DEM-034080,INS-004,2025-05-27,ACCEPTEE,,800000,9
DEC-034081,DEM-034081,INS-004,2024-02-12,REFUSEE,endettement_eleve,,
DEC-034082,DEM-034082,INS-004,2024-07-06,ACCEPTEE,,465000,12
DEC-034083,DEM-034083,INS-004,2022-11-29,ANNULEE_CLIENT,,,
DEC-034084,DEM-034084,INS-004,2022-07-08,ACCEPTEE,,170000,9
DEC-034085,DEM-034085,INS-004,2022-05-11,ACCEPTEE,,900000,9
DEC-034086,DEM-034086,INS-004,2024-06-09,ACCEPTEE,,930000,12
DEC-034087,DEM-034087,INS-004,2022-11-13,ACCEPTEE,,100000,3
DEC-034088,DEM-034088,INS-004,2023-03-02,ACCEPTEE,,470000,12
DEC-034089,DEM-034089,INS-004,2025-03-18,ACCEPTEE,,170000,6
DEC-034090,DEM-034090,INS-004,2022-04-23,ACCEPTEE,,190000,9
DEC-034091,DEM-034091,INS-004,2024-01-19,ACCEPTEE,,800000,9
DEC-034092,DEM-034092,INS-004,2025-03-16,ACCEPTEE,,160000,9
DEC-034093,DEM-034093,INS-004,2025-05-23,ACCEPTEE,,150000,9
DEC-034094,DEM-034094,INS-004,2023-11-28,ACCEPTEE,,165000,6
DEC-034095,DEM-034095,INS-004,2024-05-23,ACCEPTEE,,250000,6
DEC-034096,DEM-034096,INS-004,2025-07-25,REFUSEE,endettement_eleve,,
DEC-034097,DEM-034097,INS-004,2025-10-31,ACCEPTEE,,300000,6
DEC-034098,DEM-034098,INS-004,2022-04-30,ACCEPTEE,,190000,12
DEC-034099,DEM-034099,INS-004,2024-06-19,ACCEPTEE,,465000,6
DEC-034100,DEM-034100,INS-004,2025-01-25,ACCEPTEE,,1500000,12
DEC-034101,DEM-034101,INS-004,2024-12-04,ACCEPTEE,,685000,12
DEC-034102,DEM-034102,INS-004,2022-05-28,ACCEPTEE,,45000,6
DEC-034103,DEM-034103,INS-004,2023-08-21,ACCEPTEE,,100000,6
DEC-034104,DEM-034104,INS-004,2024-04-05,ACCEPTEE,,380000,24
DEC-034105,DEM-034105,INS-004,2025-11-14,ACCEPTEE,,230000,3
DEC-034106,DEM-034106,INS-004,2023-08-21,ACCEPTEE,,250000,9
DEC-034107,DEM-034107,INS-004,2024-11-13,REFUSEE,dossier_incomplet,,
DEC-034108,DEM-034108,INS-004,2025-06-07,REFUSEE,capacite_insuffisante,,
DEC-034109,DEM-034109,INS-004,2024-07-14,ACCEPTEE,,415000,9
DEC-034110,DEM-034110,INS-004,2022-06-11,ACCEPTEE,,250000,6
DEC-034111,DEM-034111,INS-004,2023-08-28,ACCEPTEE,,250000,9
DEC-034112,DEM-034112,INS-004,2023-09-26,REFUSEE,capacite_insuffisante,,
DEC-034113,DEM-034113,INS-004,2025-02-22,ACCEPTEE,,50000,3
DEC-034114,DEM-034114,INS-004,2025-11-01,REFUSEE,capacite_insuffisante,,
DEC-034115,DEM-034115,INS-004,2025-07-29,ACCEPTEE,,1030000,24
DEC-034116,DEM-034116,INS-004,2023-08-19,ACCEPTEE,,250000,6
DEC-034117,DEM-034117,INS-004,2025-02-01,REFUSEE,capacite_insuffisante,,
DEC-034118,DEM-034118,INS-004,2022-12-15,ACCEPTEE,,250000,3
DEC-034119,DEM-034119,INS-004,2022-09-02,ACCEPTEE,,900000,12
DEC-034120,DEM-034120,INS-004,2022-06-02,REFUSEE,endettement_eleve,,
DEC-034121,DEM-034121,INS-004,2023-09-13,ACCEPTEE,,165000,6
DEC-034122,DEM-034122,INS-004,2022-07-30,ANNULEE_CLIENT,,,
DEC-034123,DEM-034123,INS-004,2023-03-22,REFUSEE,garantie_insuffisante,,
DEC-034124,DEM-034124,INS-004,2022-06-12,ACCEPTEE,,65000,9
DEC-034125,DEM-034125,INS-004,2023-12-07,ACCEPTEE,,155000,6
DEC-034126,DEM-034126,INS-004,2022-08-09,REFUSEE,capacite_insuffisante,,
DEC-034127,DEM-034127,INS-004,2023-10-04,ACCEPTEE,,440000,9
DEC-034128,DEM-034128,INS-004,2025-07-22,REFUSEE,capacite_insuffisante,,
DEC-034129,DEM-034129,INS-004,2023-01-21,ACCEPTEE,,685000,12
DEC-034130,DEM-034130,INS-004,2023-08-07,ACCEPTEE,,100000,9
DEC-034131,DEM-034131,INS-004,2024-07-27,ACCEPTEE,,85000,9
DEC-034132,DEM-034132,INS-004,2025-04-13,ACCEPTEE,,30000,9
DEC-034133,DEM-034133,INS-004,2024-05-31,REFUSEE,capacite_insuffisante,,
DEC-034134,DEM-034134,INS-004,2022-04-25,ACCEPTEE,,250000,3
DEC-034135,DEM-034135,INS-004,2022-11-30,ACCEPTEE,,250000,9
DEC-034136,DEM-034136,INS-004,2025-01-12,ACCEPTEE,,50000,3
DEC-034137,DEM-034137,INS-004,2024-01-15,ACCEPTEE,,250000,6
DEC-034138,DEM-034138,INS-004,2024-11-09,AJOURNEE,dossier_incomplet,,
DEC-034139,DEM-034139,INS-004,2022-04-21,ACCEPTEE,,485000,9
DEC-034140,DEM-034140,INS-004,2024-06-08,ACCEPTEE,,230000,6
DEC-034141,DEM-034141,INS-004,2023-01-25,ACCEPTEE,,50000,9
DEC-034142,DEM-034142,INS-004,2024-04-03,ACCEPTEE,,195000,9
DEC-034143,DEM-034143,INS-004,2025-09-08,ACCEPTEE,,120000,9
DEC-034144,DEM-034144,INS-004,2022-11-22,REFUSEE,endettement_eleve,,
DEC-034145,DEM-034145,INS-004,2025-03-28,REFUSEE,endettement_eleve,,
DEC-034146,DEM-034146,INS-004,2022-05-24,ACCEPTEE,,100000,6
DEC-034147,DEM-034147,INS-004,2023-11-08,REFUSEE,endettement_eleve,,
DEC-034148,DEM-034148,INS-004,2025-06-23,REFUSEE,endettement_eleve,,
DEC-034149,DEM-034149,INS-004,2025-09-04,ACCEPTEE,,25000,6
DEC-034150,DEM-034150,INS-004,2022-08-18,ACCEPTEE,,250000,9
DEC-034151,DEM-034151,INS-004,2023-11-22,ACCEPTEE,,600000,6
DEC-034152,DEM-034152,INS-004,2025-04-20,ACCEPTEE,,370000,12
DEC-034153,DEM-034153,INS-004,2023-06-25,ACCEPTEE,,250000,9
DEC-034154,DEM-034154,INS-004,2022-06-27,ACCEPTEE,,250000,9
DEC-034155,DEM-034155,INS-004,2023-08-11,REFUSEE,endettement_eleve,,
DEC-034156,DEM-034156,INS-004,2025-02-26,ACCEPTEE,,35000,3
DEC-034157,DEM-034157,INS-004,2023-02-10,ACCEPTEE,,430000,12
DEC-034158,DEM-034158,INS-004,2023-10-05,ACCEPTEE,,320000,12
DEC-034159,DEM-034159,INS-004,2025-06-21,ANNULEE_CLIENT,,,
DEC-034160,DEM-034160,INS-004,2025-11-05,REFUSEE,endettement_eleve,,
DEC-034161,DEM-034161,INS-004,2025-02-27,ACCEPTEE,,150000,6
DEC-034162,DEM-034162,INS-004,2022-11-17,REFUSEE,endettement_eleve,,
DEC-034163,DEM-034163,INS-004,2024-09-30,ACCEPTEE,,150000,6
DEC-034164,DEM-034164,INS-004,2022-06-30,ACCEPTEE,,250000,9
DEC-034165,DEM-034165,INS-004,2025-01-29,REFUSEE,capacite_insuffisante,,
DEC-034166,DEM-034166,INS-004,2022-08-10,REFUSEE,capacite_insuffisante,,
DEC-034167,DEM-034167,INS-004,2023-10-31,ACCEPTEE,,150000,12
DEC-034168,DEM-034168,INS-004,2025-01-14,ACCEPTEE,,45000,6
DEC-034169,DEM-034169,INS-004,2023-08-29,REFUSEE,capacite_insuffisante,,
DEC-034170,DEM-034170,INS-004,2024-12-15,ACCEPTEE,,250000,9
DEC-034171,DEM-034171,INS-004,2024-06-06,ACCEPTEE,,70000,6
DEC-034172,DEM-034172,INS-004,2025-12-02,ACCEPTEE,,165000,9
DEC-034173,DEM-034173,INS-004,2024-03-23,ACCEPTEE,,250000,9
DEC-034174,DEM-034174,INS-004,2025-01-02,ACCEPTEE,,1250000,12
DEC-034175,DEM-034175,INS-004,2024-02-22,ACCEPTEE,,60000,3
DEC-034176,DEM-034176,INS-004,2025-03-14,ACCEPTEE,,580000,12
DEC-034177,DEM-034177,INS-004,2023-08-13,ACCEPTEE,,95000,3
DEC-034178,DEM-034178,INS-004,2023-07-20,ACCEPTEE,,95000,9
DEC-034179,DEM-034179,INS-004,2025-06-30,ACCEPTEE,,25000,3
DEC-034180,DEM-034180,INS-004,2025-11-02,ACCEPTEE,,30000,6
DEC-034181,DEM-034181,INS-004,2023-12-08,ACCEPTEE,,215000,6
DEC-034182,DEM-034182,INS-004,2025-11-26,ACCEPTEE,,250000,9
DEC-034183,DEM-034183,INS-004,2022-10-04,ACCEPTEE,,600000,12
DEC-034184,DEM-034184,INS-004,2024-08-02,ACCEPTEE,,535000,12
DEC-034185,DEM-034185,INS-004,2025-11-27,ACCEPTEE,,250000,9
DEC-034186,DEM-034186,INS-004,2023-10-22,ACCEPTEE,,1045000,24
DEC-034187,DEM-034187,INS-004,2022-11-23,ANNULEE_CLIENT,,,
DEC-034188,DEM-034188,INS-004,2023-09-12,ANNULEE_CLIENT,,,
DEC-034189,DEM-034189,INS-004,2025-06-26,REFUSEE,endettement_eleve,,
DEC-034190,DEM-034190,INS-004,2023-03-04,ACCEPTEE,,250000,9
DEC-034191,DEM-034191,INS-004,2025-01-01,ACCEPTEE,,600000,12
DEC-034192,DEM-034192,INS-004,2022-06-24,ACCEPTEE,,95000,6
DEC-034193,DEM-034193,INS-004,2024-02-25,ACCEPTEE,,175000,3
DEC-034194,DEM-034194,INS-004,2024-07-13,ACCEPTEE,,175000,6
DEC-034195,DEM-034195,INS-004,2023-01-15,ACCEPTEE,,305000,6
DEC-034196,DEM-034196,INS-004,2023-11-22,REFUSEE,capacite_insuffisante,,
DEC-034197,DEM-034197,INS-004,2024-03-10,ACCEPTEE,,600000,9
DEC-034198,DEM-034198,INS-004,2023-08-27,ACCEPTEE,,310000,12
DEC-034199,DEM-034199,INS-004,2025-04-21,REFUSEE,capacite_insuffisante,,
DEC-034200,DEM-034200,INS-004,2022-07-01,ACCEPTEE,,80000,6
DEC-034201,DEM-034201,INS-004,2024-01-20,ACCEPTEE,,455000,12
DEC-034202,DEM-034202,INS-004,2025-05-10,REFUSEE,capacite_insuffisante,,
DEC-034203,DEM-034203,INS-004,2025-11-13,ACCEPTEE,,170000,15
DEC-034204,DEM-034204,INS-004,2024-02-26,ACCEPTEE,,25000,6
DEC-034205,DEM-034205,INS-004,2023-06-10,REFUSEE,capacite_insuffisante,,
DEC-034206,DEM-034206,INS-004,2025-04-24,ACCEPTEE,,200000,9
DEC-034207,DEM-034207,INS-004,2023-01-28,ACCEPTEE,,85000,9
DEC-034208,DEM-034208,INS-004,2022-09-04,ACCEPTEE,,600000,12
DEC-034209,DEM-034209,INS-004,2023-08-24,ACCEPTEE,,220000,3
DEC-034210,DEM-034210,INS-004,2023-11-08,REFUSEE,capacite_insuffisante,,
DEC-034211,DEM-034211,INS-004,2024-05-26,REFUSEE,endettement_eleve,,
DEC-034212,DEM-034212,INS-004,2025-05-10,REFUSEE,endettement_eleve,,
DEC-034213,DEM-034213,INS-004,2025-08-13,REFUSEE,endettement_eleve,,
DEC-034214,DEM-034214,INS-004,2025-05-17,ACCEPTEE,,115000,12
DEC-034215,DEM-034215,INS-004,2024-01-01,ACCEPTEE,,410000,12
DEC-034216,DEM-034216,INS-004,2022-12-05,ACCEPTEE,,155000,6
DEC-034217,DEM-034217,INS-004,2023-12-24,ACCEPTEE,,695000,12
DEC-034218,DEM-034218,INS-004,2024-12-14,ACCEPTEE,,250000,6
DEC-034219,DEM-034219,INS-004,2025-06-16,ACCEPTEE,,155000,12
DEC-034220,DEM-034220,INS-004,2023-11-01,ACCEPTEE,,225000,6
DEC-034221,DEM-034221,INS-004,2022-06-26,ACCEPTEE,,250000,9
DEC-034222,DEM-034222,INS-004,2023-09-04,ACCEPTEE,,155000,6
DEC-034223,DEM-034223,INS-004,2025-01-30,ACCEPTEE,,160000,6
DEC-034224,DEM-034224,INS-004,2024-04-20,REFUSEE,capacite_insuffisante,,
DEC-034225,DEM-034225,INS-004,2025-01-27,ACCEPTEE,,325000,12
DEC-034226,DEM-034226,INS-004,2025-10-24,ACCEPTEE,,255000,9
DEC-034227,DEM-034227,INS-004,2024-09-17,ACCEPTEE,,235000,12
DEC-034228,DEM-034228,INS-004,2024-07-25,ACCEPTEE,,150000,12
DEC-034229,DEM-034229,INS-004,2025-08-04,ACCEPTEE,,35000,6
DEC-034230,DEM-034230,INS-004,2022-05-10,ACCEPTEE,,45000,6
DEC-034231,DEM-034231,INS-004,2023-03-19,ACCEPTEE,,160000,9
DEC-034232,DEM-034232,INS-004,2024-10-24,ACCEPTEE,,800000,12
DEC-034233,DEM-034233,INS-004,2023-06-25,ACCEPTEE,,245000,12
DEC-034234,DEM-034234,INS-004,2024-11-01,REFUSEE,capacite_insuffisante,,
DEC-034235,DEM-034235,INS-004,2025-03-13,REFUSEE,capacite_insuffisante,,
DEC-034236,DEM-034236,INS-004,2022-08-19,ACCEPTEE,,250000,9
DEC-034237,DEM-034237,INS-004,2023-10-25,ACCEPTEE,,250000,9
DEC-034238,DEM-034238,INS-004,2025-07-03,ACCEPTEE,,100000,9
DEC-034239,DEM-034239,INS-004,2023-04-09,ACCEPTEE,,235000,9
DEC-034240,DEM-034240,INS-004,2024-09-25,ACCEPTEE,,210000,9
DEC-034241,DEM-034241,INS-004,2022-07-04,ACCEPTEE,,435000,9
DEC-034242,DEM-034242,INS-004,2023-08-06,ACCEPTEE,,255000,12
DEC-034243,DEM-034243,INS-004,2025-10-01,ACCEPTEE,,190000,9
DEC-034244,DEM-034244,INS-004,2023-08-01,ACCEPTEE,,120000,6
DEC-034245,DEM-034245,INS-004,2025-05-18,ACCEPTEE,,120000,9
DEC-034246,DEM-034246,INS-004,2023-07-06,ACCEPTEE,,775000,12
DEC-034247,DEM-034247,INS-004,2024-12-17,ACCEPTEE,,470000,9
DEC-034248,DEM-034248,INS-004,2025-11-10,ACCEPTEE,,65000,9
DEC-034249,DEM-034249,INS-004,2023-01-26,ACCEPTEE,,1500000,24
DEC-034250,DEM-034250,INS-004,2022-09-01,ACCEPTEE,,250000,6
DEC-034251,DEM-034251,INS-004,2024-08-10,ACCEPTEE,,800000,12
DEC-034252,DEM-034252,INS-004,2022-06-19,REFUSEE,endettement_eleve,,
DEC-034253,DEM-034253,INS-004,2023-12-03,REFUSEE,capacite_insuffisante,,
DEC-034254,DEM-034254,INS-004,2025-05-11,ACCEPTEE,,105000,9
DEC-034255,DEM-034255,INS-004,2025-11-23,ACCEPTEE,,250000,9
DEC-034256,DEM-034256,INS-004,2024-03-11,REFUSEE,garantie_insuffisante,,
DEC-034257,DEM-034257,INS-004,2025-03-21,REFUSEE,capacite_insuffisante,,
DEC-034258,DEM-034258,INS-004,2025-08-14,ACCEPTEE,,250000,6
DEC-034259,DEM-034259,INS-004,2022-05-05,ACCEPTEE,,120000,6
DEC-034260,DEM-034260,INS-004,2023-01-11,ACCEPTEE,,770000,12
DEC-034261,DEM-034261,INS-004,2025-03-23,ACCEPTEE,,100000,6
DEC-034262,DEM-034262,INS-004,2023-11-27,ACCEPTEE,,1500000,12
DEC-034263,DEM-034263,INS-004,2024-11-27,ACCEPTEE,,930000,12
DEC-034264,DEM-034264,INS-004,2023-02-09,ACCEPTEE,,180000,12
DEC-034265,DEM-034265,INS-004,2025-08-14,ACCEPTEE,,60000,12
DEC-034266,DEM-034266,INS-004,2022-08-24,ACCEPTEE,,1005000,18
DEC-034267,DEM-034267,INS-004,2024-03-09,ACCEPTEE,,195000,3
DEC-034268,DEM-034268,INS-004,2023-05-30,ACCEPTEE,,250000,6
DEC-034269,DEM-034269,INS-004,2024-01-08,AJOURNEE,dossier_incomplet,,
DEC-034270,DEM-034270,INS-004,2025-07-14,AJOURNEE,dossier_incomplet,,
DEC-034271,DEM-034271,INS-004,2025-03-30,REFUSEE,capacite_insuffisante,,
DEC-034272,DEM-034272,INS-004,2022-08-07,ACCEPTEE,,145000,12
DEC-034273,DEM-034273,INS-004,2024-10-22,ACCEPTEE,,55000,3
DEC-034274,DEM-034274,INS-004,2024-11-12,ACCEPTEE,,250000,6
DEC-034275,DEM-034275,INS-004,2022-08-02,ACCEPTEE,,250000,3
DEC-034276,DEM-034276,INS-004,2023-02-26,REFUSEE,capacite_insuffisante,,
DEC-034277,DEM-034277,INS-004,2023-08-25,ACCEPTEE,,215000,3
DEC-034278,DEM-034278,INS-004,2023-11-16,ACCEPTEE,,250000,6
DEC-034279,DEM-034279,INS-004,2024-08-03,ACCEPTEE,,1500000,24
DEC-034280,DEM-034280,INS-004,2022-12-02,REFUSEE,endettement_eleve,,
DEC-034281,DEM-034281,INS-004,2023-04-06,ACCEPTEE,,600000,12
DEC-034282,DEM-034282,INS-004,2025-02-28,REFUSEE,historique_incidents,,
DEC-034283,DEM-034283,INS-004,2025-07-26,REFUSEE,endettement_eleve,,
DEC-034284,DEM-034284,INS-004,2023-03-09,REFUSEE,capacite_insuffisante,,
DEC-034285,DEM-034285,INS-004,2025-05-20,REFUSEE,capacite_insuffisante,,
DEC-034286,DEM-034286,INS-004,2024-06-04,ACCEPTEE,,680000,12
DEC-034287,DEM-034287,INS-004,2023-08-01,ACCEPTEE,,1500000,12
DEC-034288,DEM-034288,INS-004,2025-07-11,REFUSEE,dossier_incomplet,,
DEC-034289,DEM-034289,INS-004,2022-07-28,ACCEPTEE,,375000,12
DEC-034290,DEM-034290,INS-004,2022-05-28,ACCEPTEE,,150000,9
DEC-034291,DEM-034291,INS-004,2023-03-17,ACCEPTEE,,210000,6
DEC-034292,DEM-034292,INS-004,2024-12-08,ACCEPTEE,,250000,9
DEC-034293,DEM-034293,INS-004,2022-11-03,ACCEPTEE,,445000,12
DEC-034294,DEM-034294,INS-004,2022-09-28,ACCEPTEE,,185000,9
DEC-034295,DEM-034295,INS-004,2024-04-12,ACCEPTEE,,900000,12
DEC-034296,DEM-034296,INS-004,2024-04-28,REFUSEE,capacite_insuffisante,,
DEC-034297,DEM-034297,INS-004,2023-09-06,ACCEPTEE,,185000,9
DEC-034298,DEM-034298,INS-004,2024-06-28,ACCEPTEE,,800000,12
DEC-034299,DEM-034299,INS-004,2023-04-13,ACCEPTEE,,295000,6
DEC-034300,DEM-034300,INS-004,2023-07-28,ACCEPTEE,,70000,9
DEC-034301,DEM-034301,INS-004,2022-07-30,ACCEPTEE,,165000,6
DEC-034302,DEM-034302,INS-004,2022-07-13,REFUSEE,capacite_insuffisante,,
DEC-034303,DEM-034303,INS-004,2024-09-14,ACCEPTEE,,175000,12
DEC-034304,DEM-034304,INS-004,2023-02-06,ACCEPTEE,,495000,9
DEC-034305,DEM-034305,INS-004,2023-10-15,ACCEPTEE,,155000,6
DEC-034306,DEM-034306,INS-004,2025-06-07,ACCEPTEE,,40000,3
DEC-034307,DEM-034307,INS-004,2024-05-11,REFUSEE,capacite_insuffisante,,
DEC-034308,DEM-034308,INS-004,2022-12-10,ACCEPTEE,,605000,24
DEC-034309,DEM-034309,INS-004,2025-01-16,ACCEPTEE,,95000,9
DEC-034310,DEM-034310,INS-004,2025-03-04,REFUSEE,endettement_eleve,,
DEC-034311,DEM-034311,INS-004,2025-08-22,ACCEPTEE,,250000,9
DEC-034312,DEM-034312,INS-004,2023-12-28,ACCEPTEE,,165000,9
DEC-034313,DEM-034313,INS-004,2024-02-12,ACCEPTEE,,130000,6
DEC-034314,DEM-034314,INS-004,2024-12-19,REFUSEE,capacite_insuffisante,,
DEC-034315,DEM-034315,INS-004,2022-06-26,REFUSEE,dossier_incomplet,,
DEC-034316,DEM-034316,INS-004,2025-01-28,ACCEPTEE,,535000,9
DEC-034317,DEM-034317,INS-004,2022-09-27,REFUSEE,capacite_insuffisante,,
DEC-034318,DEM-034318,INS-004,2023-06-18,REFUSEE,endettement_eleve,,
DEC-034319,DEM-034319,INS-004,2023-12-27,ACCEPTEE,,200000,6
DEC-034320,DEM-034320,INS-004,2024-09-04,REFUSEE,capacite_insuffisante,,
DEC-034321,DEM-034321,INS-004,2025-11-07,REFUSEE,capacite_insuffisante,,
DEC-034322,DEM-034322,INS-004,2022-10-22,ACCEPTEE,,590000,9
DEC-034323,DEM-034323,INS-004,2024-05-21,ACCEPTEE,,740000,12
DEC-034324,DEM-034324,INS-004,2024-05-23,REFUSEE,capacite_insuffisante,,
DEC-034325,DEM-034325,INS-004,2024-11-19,ACCEPTEE,,320000,9
DEC-034326,DEM-034326,INS-004,2023-11-09,REFUSEE,endettement_eleve,,
DEC-034327,DEM-034327,INS-004,2023-06-27,REFUSEE,garantie_insuffisante,,
DEC-034328,DEM-034328,INS-004,2024-08-19,REFUSEE,capacite_insuffisante,,
DEC-034329,DEM-034329,INS-004,2025-07-04,REFUSEE,capacite_insuffisante,,
DEC-034330,DEM-034330,INS-004,2023-03-10,ACCEPTEE,,35000,3
DEC-034331,DEM-034331,INS-004,2024-03-22,ACCEPTEE,,250000,12
DEC-034332,DEM-034332,INS-004,2023-03-25,ACCEPTEE,,250000,9
DEC-034333,DEM-034333,INS-004,2025-08-04,AJOURNEE,dossier_incomplet,,
DEC-034334,DEM-034334,INS-004,2022-07-12,AJOURNEE,dossier_incomplet,,
DEC-034335,DEM-034335,INS-004,2025-05-28,REFUSEE,endettement_eleve,,
DEC-034336,DEM-034336,INS-004,2022-11-05,REFUSEE,capacite_insuffisante,,
DEC-034337,DEM-034337,INS-004,2024-02-07,ACCEPTEE,,215000,6
DEC-034338,DEM-034338,INS-004,2022-07-05,ACCEPTEE,,280000,3
DEC-034339,DEM-034339,INS-004,2022-11-11,REFUSEE,capacite_insuffisante,,
DEC-034340,DEM-034340,INS-004,2024-04-02,ACCEPTEE,,50000,6
DEC-034341,DEM-034341,INS-004,2023-12-10,ACCEPTEE,,215000,6
DEC-034342,DEM-034342,INS-004,2024-12-25,ACCEPTEE,,65000,9
DEC-034343,DEM-034343,INS-004,2023-01-27,ACCEPTEE,,290000,6
DEC-034344,DEM-034344,INS-004,2024-05-25,ACCEPTEE,,600000,12
DEC-034345,DEM-034345,INS-004,2023-08-02,ACCEPTEE,,190000,6
DEC-034346,DEM-034346,INS-004,2025-02-19,REFUSEE,endettement_eleve,,
DEC-034347,DEM-034347,INS-004,2023-03-22,REFUSEE,capacite_insuffisante,,
DEC-034348,DEM-034348,INS-004,2025-11-21,REFUSEE,capacite_insuffisante,,
DEC-034349,DEM-034349,INS-004,2022-11-20,ACCEPTEE,,110000,6
DEC-034350,DEM-034350,INS-004,2024-08-13,ACCEPTEE,,120000,12
DEC-034351,DEM-034351,INS-004,2023-06-18,ACCEPTEE,,775000,6
DEC-034352,DEM-034352,INS-004,2024-02-21,ACCEPTEE,,250000,9
DEC-034353,DEM-034353,INS-004,2023-03-12,ACCEPTEE,,600000,9
DEC-034354,DEM-034354,INS-004,2025-03-03,ACCEPTEE,,710000,12
DEC-034355,DEM-034355,INS-004,2024-11-14,ACCEPTEE,,250000,9
DEC-034356,DEM-034356,INS-004,2025-10-19,ACCEPTEE,,250000,9
DEC-034357,DEM-034357,INS-004,2025-04-01,REFUSEE,capacite_insuffisante,,
DEC-034358,DEM-034358,INS-004,2022-06-07,ACCEPTEE,,250000,6
DEC-034359,DEM-034359,INS-004,2025-06-17,ACCEPTEE,,220000,9
DEC-034360,DEM-034360,INS-004,2022-09-10,ACCEPTEE,,600000,9
DEC-034361,DEM-034361,INS-004,2022-10-25,ACCEPTEE,,205000,6
DEC-034362,DEM-034362,INS-004,2023-04-11,ACCEPTEE,,685000,24
DEC-034363,DEM-034363,INS-004,2024-02-21,ACCEPTEE,,250000,6
DEC-034364,DEM-034364,INS-004,2025-06-09,ACCEPTEE,,195000,12
DEC-034365,DEM-034365,INS-004,2022-11-01,ACCEPTEE,,320000,6
DEC-034366,DEM-034366,INS-004,2024-08-25,ACCEPTEE,,905000,18
DEC-034367,DEM-034367,INS-004,2022-05-22,ACCEPTEE,,250000,9
DEC-034368,DEM-034368,INS-004,2023-06-23,ACCEPTEE,,725000,12
DEC-034369,DEM-034369,INS-004,2024-08-17,ACCEPTEE,,250000,6
DEC-034370,DEM-034370,INS-004,2023-04-10,ACCEPTEE,,250000,6
DEC-034371,DEM-034371,INS-004,2024-08-11,ACCEPTEE,,715000,12
DEC-034372,DEM-034372,INS-004,2025-08-06,REFUSEE,capacite_insuffisante,,
DEC-034373,DEM-034373,INS-004,2022-06-22,REFUSEE,endettement_eleve,,
